Episode,Cumulative Reward,Episode Length,Entropy
111,38.49999999999999,20,0.06393743143416941
112,38.49999999999999,20,0.05185135114006698
113,38.49999999999999,20,0.05723385610617697
114,38.49999999999999,20,0.05639308136887848
115,38.49999999999999,20,0.06426867824047804
116,38.49999999999999,20,0.07533202152699232
117,38.49999999999999,20,0.058592278975993395
118,38.49999999999999,20,0.100048962328583
119,38.49999999999999,20,0.060839444817975166
120,38.49999999999999,20,0.06122368364594877
121,38.49999999999999,20,0.10849283700808883
122,38.49999999999999,20,0.07928228667005896
123,38.49999999999999,20,0.18298146389424802
124,38.49999999999999,20,0.0624434775672853
125,37.89999999999999,20,0.20835107835009695
126,38.49999999999999,20,0.12405713982880115
127,37.900000000000006,20,0.2842221539467573
128,38.49999999999999,20,0.05301996129564941
129,38.49999999999999,20,0.06571920053102076
130,38.49999999999999,20,0.1521285269409418
131,38.49999999999999,20,0.0799429035745561
132,38.49999999999999,20,0.07532009184360504
133,38.49999999999999,20,0.15368854403495788
134,38.49999999999999,20,0.1200682045891881
135,38.49999999999999,20,0.08887356445193291
136,38.49999999999999,20,0.09957802402786911
137,38.49999999999999,20,0.054639621451497075
138,38.49999999999999,20,0.08329494399949908
139,38.49999999999999,20,0.06109375138767063
140,38.49999999999999,20,0.05768386172130704
141,38.49999999999999,20,0.06084544598124921
142,38.49999999999999,20,0.059788683289662005
143,38.49999999999999,20,0.06038023666478694
144,38.49999999999999,20,0.07369443727657199
145,38.49999999999999,20,0.0859268463216722
146,38.49999999999999,20,0.09967082031071187
147,38.49999999999999,20,0.07649211771786213
148,38.49999999999999,20,0.08975309263914824
149,38.49999999999999,20,0.0826682318933308
150,38.49999999999999,20,0.058164910832419994
151,38.49999999999999,20,0.05335977748036384
152,37.89999999999999,20,0.22734312871471046
153,38.49999999999999,20,0.0779038107022643
154,38.49999999999999,20,0.06299029598012566
155,38.49999999999999,20,0.058044070517644285
156,38.49999999999999,20,0.07393799442797899
157,38.49999999999999,20,0.09115586690604686
158,38.49999999999999,20,0.06096111792139709
159,38.49999999999999,20,0.12480405364185572
160,38.49999999999999,20,0.0814511991571635
161,38.49999999999999,20,0.09345635250210763
162,38.49999999999999,20,0.06259733326733112
163,38.49999999999999,20,0.08124863840639591
164,38.49999999999999,20,0.11388503294438124
165,38.49999999999999,20,0.16489022970199585
166,38.49999999999999,20,0.11940146842971444
167,38.49999999999999,20,0.09337406679987907
168,37.89999999999999,20,0.25114538464695213
169,38.49999999999999,20,0.174710026755929
170,38.49999999999999,20,0.07071232227608562
171,38.49999999999999,20,0.08908104016445577
172,38.49999999999999,20,0.060745487734675405
173,38.49999999999999,20,0.053781562857329844
174,38.49999999999999,20,0.061589270504191516
175,38.49999999999999,20,0.1322755167260766
176,38.49999999999999,20,0.10105046667158604
177,38.49999999999999,20,0.062458189809694885
178,38.49999999999999,20,0.08058350430801511
179,38.49999999999999,20,0.15410327203571797
180,38.49999999999999,20,0.21949782334268092
181,38.49999999999999,20,0.05866975961253047
182,38.49999999999999,20,0.23237818647176028
183,38.49999999999999,20,0.10475203823298215
184,37.89999999999999,20,0.3115155531093478
185,38.49999999999999,20,0.07342299176380038
186,38.49999999999999,20,0.0638686272315681
187,38.1,20,0.3078111458569765
188,38.49999999999999,20,0.05559564963914454
189,38.49999999999999,20,0.07552912700921297
190,38.49999999999999,20,0.06858056425116957
191,38.49999999999999,20,0.1846594860777259
192,37.7,20,0.46832452826201915
193,38.49999999999999,20,0.0932955164462328
194,38.49999999999999,20,0.09206780516542494
195,38.49999999999999,20,0.12370267994701863
196,38.1,20,0.2516979567706585
197,38.49999999999999,20,0.08630315624177456
198,37.89999999999999,20,0.25218007219955324
199,38.49999999999999,20,0.07735232301056386
200,38.49999999999999,20,0.07353147137910128
201,37.7,20,0.25347793493419885
202,38.49999999999999,20,0.2314205788075924
203,38.49999999999999,20,0.07343157473951578
204,38.49999999999999,20,0.0743775156326592
205,38.49999999999999,20,0.2082404512912035
206,38.49999999999999,20,0.06214536908082664
207,38.49999999999999,20,0.06534278825856746
208,38.49999999999999,20,0.16410389579832554
209,37.69999999999999,20,0.22706094831228257
210,38.49999999999999,20,0.056866113049909475
211,38.49999999999999,20,0.060246065445244315
212,37.900000000000006,20,0.28263058327138424
213,38.49999999999999,20,0.0619007715024054
214,38.49999999999999,20,0.078056950122118
215,38.49999999999999,20,0.12063771625980735
216,38.49999999999999,20,0.14712812714278697
217,38.49999999999999,20,0.1372864161618054
218,37.699999999999996,20,0.31904329527169467
219,38.49999999999999,20,0.1953076569363475
220,38.49999999999999,20,0.06108006276190281
221,38.49999999999999,20,0.08815621193498373
222,38.49999999999999,20,0.06172055937349796
223,38.49999999999999,20,0.07679009921848774
224,38.49999999999999,20,0.061723030731081964
225,38.49999999999999,20,0.0703397698700428
226,38.49999999999999,20,0.08389130081050097
227,37.89999999999999,20,0.24005462285131215
228,38.49999999999999,20,0.11989600220695137
229,38.49999999999999,20,0.05898693851195276
230,38.49999999999999,20,0.08238511774688959
231,38.49999999999999,20,0.10869907028973103
232,37.7,20,0.305577851831913
233,38.49999999999999,20,0.098884829133749
234,37.50000000000001,20,0.3344567000865936
235,38.49999999999999,20,0.07738243695348501
236,37.89999999999999,20,0.2540466483682394
237,38.49999999999999,20,0.2155384455807507
238,38.49999999999999,20,0.13474087938666343
239,38.49999999999999,20,0.06907421350479126
240,38.49999999999999,20,0.06737762354314328
241,38.49999999999999,20,0.0852152933832258
242,38.49999999999999,20,0.17589621022343635
243,38.49999999999999,20,0.06264874269254506
244,38.49999999999999,20,0.09024552227929235
245,38.49999999999999,20,0.062088583689183
246,38.49999999999999,20,0.07702412931248545
247,38.49999999999999,20,0.05900180614553392
248,38.49999999999999,20,0.08397709857672453
249,38.49999999999999,20,0.08552880613133311
250,37.1,20,0.2760004381649196
251,38.49999999999999,20,0.05411165594123304
252,38.49999999999999,20,0.0715543138794601
253,37.89999999999999,20,0.24340740581974388
254,38.49999999999999,20,0.06894980752840638
255,38.49999999999999,20,0.0682982075959444
256,38.49999999999999,20,0.07068590316921472
257,38.49999999999999,20,0.060021947929635645
258,38.49999999999999,20,0.07261839141137898
259,38.49999999999999,20,0.1449854737147689
260,38.1,20,0.31324718333780766
261,38.49999999999999,20,0.11049135029315948
262,38.49999999999999,20,0.05641115373000503
263,38.49999999999999,20,0.07264868142083288
264,38.49999999999999,20,0.14003316909074784
265,38.49999999999999,20,0.058793938672170046
266,38.49999999999999,20,0.05924931862391532
267,38.49999999999999,20,0.16481257025152446
268,38.49999999999999,20,0.20337528847157954
269,38.49999999999999,20,0.08835923597216606
270,38.49999999999999,20,0.06531826732680202
271,38.49999999999999,20,0.06015794388949871
272,38.49999999999999,20,0.1201760376803577
273,37.7,20,0.3665134564042091
274,38.49999999999999,20,0.07470261231064797
275,38.49999999999999,20,0.14986200891435147
276,38.49999999999999,20,0.06603048341348768
277,38.49999999999999,20,0.07774939080700279
278,38.49999999999999,20,0.06197030344046652
279,38.49999999999999,20,0.07015347983688117
280,38.49999999999999,20,0.055203846329823135
281,38.49999999999999,20,0.06702891336753965
282,38.49999999999999,20,0.06354714394547045
283,38.49999999999999,20,0.06769818314351142
284,38.49999999999999,20,0.06091953800059855
285,38.49999999999999,20,0.07339691990055144
286,38.49999999999999,20,0.06475084405392409
287,38.1,20,0.17987820599228144
288,38.49999999999999,20,0.07311417777091264
289,38.49999999999999,20,0.07740146671421826
290,38.49999999999999,20,0.08239080337807536
291,38.49999999999999,20,0.06675887103192508
292,37.7,20,0.36516867876052855
293,38.49999999999999,20,0.09361728057265281
294,38.49999999999999,20,0.06472612558864058
295,38.49999999999999,20,0.23758416436612606
296,38.49999999999999,20,0.07024837746284902
297,38.1,20,0.28258475232869384
298,38.49999999999999,20,0.0578495885245502
299,38.49999999999999,20,0.05785152614116669
300,38.49999999999999,20,0.1786906573921442
301,38.49999999999999,20,0.06209966619499028
302,38.1,20,0.28806287683546544
303,37.89999999999999,20,0.2383968848735094
304,38.49999999999999,20,0.06671419870108367
305,38.49999999999999,20,0.11885584080591798
306,38.49999999999999,20,0.06020400417037308
307,38.49999999999999,20,0.09820835646241903
308,38.49999999999999,20,0.0898776246700436
309,38.49999999999999,20,0.06092514647170901
310,38.49999999999999,20,0.16081756353378296
311,38.1,20,0.29426216185092924
312,38.49999999999999,20,0.11419432684779167
313,38.49999999999999,20,0.06214010608382523
314,38.49999999999999,20,0.12722749393433333
315,38.49999999999999,20,0.06268213959410787
316,38.49999999999999,20,0.11596431024372578
317,38.49999999999999,20,0.08601706749759615
318,38.49999999999999,20,0.06896401755511761
319,38.49999999999999,20,0.06507723852992058
320,38.49999999999999,20,0.10287165902554989
321,38.49999999999999,20,0.09968347735702991
322,38.49999999999999,20,0.18241471014916896
323,38.1,20,0.18433966720476747
324,38.49999999999999,20,0.0815172621048987
325,38.49999999999999,20,0.07249538712203503
326,38.49999999999999,20,0.06218048240989447
327,38.49999999999999,20,0.08560148151591421
328,38.49999999999999,20,0.058582248212769625
329,38.49999999999999,20,0.06724777789786458
330,38.49999999999999,20,0.07233112035319209
331,38.49999999999999,20,0.15393602922558786
332,38.49999999999999,20,0.061048740847036244
333,38.49999999999999,20,0.06432839189656078
334,38.49999999999999,20,0.07818987513892353
335,38.49999999999999,20,0.18154722824692726
336,37.7,20,0.299908871948719
337,38.49999999999999,20,0.10188907352276147
338,38.49999999999999,20,0.12483677510172128
339,38.49999999999999,20,0.05971905896440148
340,38.49999999999999,20,0.06214808984659612
341,38.1,20,0.37288977205753326
342,38.49999999999999,20,0.17844084277749062
343,38.49999999999999,20,0.07090957826003433
344,38.49999999999999,20,0.0636797897517681
345,38.49999999999999,20,0.25669907219707966
346,38.49999999999999,20,0.17067962773144246
347,38.49999999999999,20,0.0518150495365262
348,38.49999999999999,20,0.08225284274667502
349,38.49999999999999,20,0.05719003886915743
350,38.49999999999999,20,0.08064539264887571
351,38.49999999999999,20,0.09255509795621038
352,38.49999999999999,20,0.1452084330841899
353,38.1,20,0.2734621956944466
354,38.49999999999999,20,0.08583072205074131
355,38.49999999999999,20,0.09457591529935598
356,38.49999999999999,20,0.17681587301194668
357,37.7,20,0.39300127476453783
358,38.49999999999999,20,0.1503370400518179
359,38.49999999999999,20,0.06072003203444183
360,38.49999999999999,20,0.16579816360026597
361,37.89999999999999,20,0.20634653763845562
362,38.49999999999999,20,0.11254267217591404
363,38.49999999999999,20,0.1659474715590477
364,38.1,20,0.3535852929577231
365,38.49999999999999,20,0.18417918011546136
366,38.49999999999999,20,0.06638294118456542
367,37.300000000000004,20,0.32983641028404237
368,38.49999999999999,20,0.06631785137578845
369,38.49999999999999,20,0.07593862190842629
370,37.699999999999996,20,0.32113563902676107
371,38.49999999999999,20,0.06067821974866092
372,38.49999999999999,20,0.08526365743018686
373,38.49999999999999,20,0.05852704900316894
374,38.49999999999999,20,0.07915173503570258
375,38.49999999999999,20,0.06415741499513387
376,38.49999999999999,20,0.062050592107698324
377,38.49999999999999,20,0.0652467747218907
378,38.49999999999999,20,0.09695393033325672
379,38.49999999999999,20,0.06647580694407225
380,38.49999999999999,20,0.06146876006387174
381,38.49999999999999,20,0.053425726993009445
382,38.49999999999999,20,0.09491602494381368
383,38.49999999999999,20,0.06887700967490673
384,38.49999999999999,20,0.060023289965465666
385,38.49999999999999,20,0.14680680483579636
386,38.49999999999999,20,0.1377403549849987
387,38.49999999999999,20,0.08868656223639845
388,38.49999999999999,20,0.06880854894407093
389,38.49999999999999,20,0.12237996924668551
390,38.49999999999999,20,0.05852318089455366
391,38.49999999999999,20,0.09544213265180587
392,37.900000000000006,20,0.2906344771385193
393,38.49999999999999,20,0.09587119789794088
394,38.49999999999999,20,0.07896803421899676
395,38.49999999999999,20,0.061608564713969825
396,38.49999999999999,20,0.054148966120555996
397,38.49999999999999,20,0.0664882343262434
398,37.89999999999999,20,0.2704734759405255
399,38.49999999999999,20,0.08746699686162174
400,38.49999999999999,20,0.09234469495713711
401,38.49999999999999,20,0.07867341171950101
402,38.49999999999999,20,0.1837527196854353
403,38.49999999999999,20,0.15584136508405208
404,38.49999999999999,20,0.12332988865673541
405,38.49999999999999,20,0.06599819101393223
406,38.49999999999999,20,0.16213448122143745
407,38.49999999999999,20,0.12205182816833257
408,38.49999999999999,20,0.05685226167552173
409,38.1,20,0.28373289331793783
410,38.49999999999999,20,0.058980482164770365
411,38.49999999999999,20,0.08996554538607597
412,38.1,20,0.27279969565570356
413,38.49999999999999,20,0.06418467685580254
414,38.49999999999999,20,0.05794444680213928
415,38.49999999999999,20,0.08983405083417892
416,38.49999999999999,20,0.06161217908374965
417,38.49999999999999,20,0.05099574527703225
418,38.49999999999999,20,0.3032483536750078
419,38.49999999999999,20,0.07850757436826825
420,38.49999999999999,20,0.11550587974488735
421,38.49999999999999,20,0.13581281639635562
422,38.1,20,0.17491283733397722
423,38.49999999999999,20,0.25626902654767036
424,38.49999999999999,20,0.06010560337454081
425,37.7,20,0.3128354012966156
426,37.300000000000004,20,0.35679604224860667
427,38.49999999999999,20,0.0632956507615745
428,38.49999999999999,20,0.10685022557154297
429,38.49999999999999,20,0.08800435829907656
430,38.49999999999999,20,0.06231577591970563
431,38.49999999999999,20,0.21064724251627923
432,38.49999999999999,20,0.05255484362132847
433,38.49999999999999,20,0.14363213274627923
434,38.1,20,0.20943999327719212
435,38.49999999999999,20,0.05300980568863452
436,38.49999999999999,20,0.0660931121557951
437,38.49999999999999,20,0.05786003661341965
438,38.49999999999999,20,0.16773877590894698
439,38.49999999999999,20,0.1117885715328157
440,38.49999999999999,20,0.06502418243326247
441,38.49999999999999,20,0.06788052245974541
442,38.49999999999999,20,0.12668234016746283
443,38.49999999999999,20,0.05644747568294406
444,38.49999999999999,20,0.06804511202499271
445,38.49999999999999,20,0.06808635843917728
446,38.49999999999999,20,0.05961953573860228
447,37.7,20,0.40661790743470194
448,38.49999999999999,20,0.1151027811691165
449,38.49999999999999,20,0.12970881536602974
450,38.49999999999999,20,0.08327254662290215
451,38.49999999999999,20,0.07795536387711763
452,38.49999999999999,20,0.07327934382483363
453,38.49999999999999,20,0.07329453276470303
454,38.49999999999999,20,0.052368967421352865
455,38.49999999999999,20,0.08349895589053631
456,38.49999999999999,20,0.06777467499487103
457,38.49999999999999,20,0.06587456907145679
458,38.49999999999999,20,0.139694944024086
459,38.49999999999999,20,0.0599043651483953
460,38.49999999999999,20,0.20806235894560815
461,38.49999999999999,20,0.05708579523488879
462,38.49999999999999,20,0.0854127428960055
463,38.49999999999999,20,0.10820273198187351
464,38.49999999999999,20,0.08561192275956273
465,38.49999999999999,20,0.08272011587396264
466,38.49999999999999,20,0.21582727283239364
467,38.49999999999999,20,0.052946748491376636
468,38.49999999999999,20,0.0625939062796533
469,38.49999999999999,20,0.09180561010725796
470,38.1,20,0.18968651499599218
471,38.49999999999999,20,0.0621350621804595
472,38.49999999999999,20,0.07224969854578375
473,38.49999999999999,20,0.07920084400102496
474,38.49999999999999,20,0.08566303607076406
475,38.49999999999999,20,0.08560784943401814
476,38.49999999999999,20,0.11684569120407104
477,38.49999999999999,20,0.07949661067686975
478,38.49999999999999,20,0.14525162614881992
479,38.49999999999999,20,0.06039686878211796
480,38.49999999999999,20,0.12377850469201804
481,38.49999999999999,20,0.11696350555866956
482,38.49999999999999,20,0.07395841889083385
483,38.1,20,0.3923895388841629
484,38.1,20,0.23989412970840931
485,38.49999999999999,20,0.1657478965818882
486,38.49999999999999,20,0.19932818189263343
487,38.49999999999999,20,0.08344157161191106
488,38.49999999999999,20,0.07674519652500748
489,38.49999999999999,20,0.085558545216918
490,38.49999999999999,20,0.08793056905269622
491,38.49999999999999,20,0.06747133792378009
492,38.49999999999999,20,0.06989190843887627
493,37.89999999999999,20,0.21297428011894226
494,37.89999999999999,20,0.17290854621678592
495,38.49999999999999,20,0.06327846576459706
496,38.49999999999999,20,0.06196429980918765
497,38.49999999999999,20,0.06242997669614851
498,38.1,20,0.29141440950334074
499,38.49999999999999,20,0.06453158287331462
500,38.49999999999999,20,0.07555867033079267
501,38.49999999999999,20,0.07412900095805526
502,38.49999999999999,20,0.09286355897784233
503,38.49999999999999,20,0.07896308619529009
504,38.49999999999999,20,0.057926502218469976
505,38.49999999999999,20,0.09462952017784118
506,38.49999999999999,20,0.08122271746397018
507,38.49999999999999,20,0.06231350107118487
508,38.49999999999999,20,0.11532227657735347
509,38.49999999999999,20,0.07205708678811788
510,38.49999999999999,20,0.07603787719272077
511,38.49999999999999,20,0.07520471336320042
512,38.49999999999999,20,0.09202505443245172
513,38.49999999999999,20,0.05412929891608655
514,38.49999999999999,20,0.09283339502289892
515,38.49999999999999,20,0.09040876468643547
516,38.49999999999999,20,0.08331450736150145
517,38.49999999999999,20,0.058624571189284325
518,38.49999999999999,20,0.0624146587215364
519,38.49999999999999,20,0.05625472776591778
520,38.49999999999999,20,0.06959462463855744
521,38.49999999999999,20,0.05829158830456436
522,38.49999999999999,20,0.06315532908774912
523,38.49999999999999,20,0.07333940351381898
524,38.49999999999999,20,0.05570844928734005
525,37.7,20,0.39211653396487234
526,38.49999999999999,20,0.06055351705290377
527,38.49999999999999,20,0.0951179290190339
528,38.49999999999999,20,0.09299973249435425
529,38.49999999999999,20,0.10569355147890747
530,38.49999999999999,20,0.0603580629453063
531,38.49999999999999,20,0.060529342666268346
532,38.49999999999999,20,0.08158170059323311
533,38.49999999999999,20,0.05328373657539487
534,38.49999999999999,20,0.09250505836680531
535,38.49999999999999,20,0.15606267116963862
536,38.49999999999999,20,0.28237958420068027
537,38.49999999999999,20,0.05637314920313656
538,38.49999999999999,20,0.06165730352513492
539,38.49999999999999,20,0.28407872635871173
540,38.49999999999999,20,0.05519354520365596
541,38.1,20,0.21762404218316078
542,38.49999999999999,20,0.15650698337703944
543,38.49999999999999,20,0.10887974007055164
544,38.49999999999999,20,0.1637064812704921
545,38.49999999999999,20,0.059415493300184606
546,38.49999999999999,20,0.05427861432544887
547,38.49999999999999,20,0.07050626249983907
548,38.49999999999999,20,0.05983530040830374
549,38.1,20,0.2942271653562784
550,38.49999999999999,20,0.08012951109558344
551,37.89999999999999,20,0.1837444670498371
552,38.49999999999999,20,0.17322774268686772
553,38.49999999999999,20,0.07889417745172977
554,38.49999999999999,20,0.059200323885306716
555,38.49999999999999,20,0.21636294601485134
556,38.49999999999999,20,0.07459655962884426
557,38.49999999999999,20,0.09802217315882444
558,38.49999999999999,20,0.27335708383470775
559,38.49999999999999,20,0.05795017927885056
560,38.49999999999999,20,0.08098274427466094
561,38.49999999999999,20,0.06080150487832725
562,37.7,20,0.3518066670745611
563,38.49999999999999,20,0.19284951984882354
564,38.1,20,0.2955467576161027
565,38.49999999999999,20,0.06457654740661382
566,38.49999999999999,20,0.07626834907568991
567,38.49999999999999,20,0.06246468760073185
568,38.49999999999999,20,0.08134146649390459
569,38.49999999999999,20,0.11323258383199572
570,38.49999999999999,20,0.1229162178002298
571,38.1,20,0.3482648726552725
572,38.49999999999999,20,0.08123492593877017
573,38.49999999999999,20,0.2149535129778087
574,38.49999999999999,20,0.06427080170251429
575,38.49999999999999,20,0.06187982331030071
576,38.49999999999999,20,0.13271986925974488
577,38.49999999999999,20,0.06781051000580192
578,38.49999999999999,20,0.062359714321792124
579,38.49999999999999,20,0.16917542852461337
580,38.49999999999999,20,0.13256807662546635
581,38.49999999999999,20,0.05839297259226441
582,38.1,20,0.42001288421452043
583,38.49999999999999,20,0.08876349842175842
584,38.49999999999999,20,0.058928828500211236
585,38.49999999999999,20,0.06199244973249733
586,38.1,20,0.18784873634576799
587,38.49999999999999,20,0.17272625360637903
588,38.49999999999999,20,0.13869803436100483
589,38.49999999999999,20,0.09594003232195973
590,38.49999999999999,20,0.05943766245618463
591,38.49999999999999,20,0.16020231507718563
592,38.49999999999999,20,0.061499743210151794
593,38.49999999999999,20,0.055823875078931454
594,38.49999999999999,20,0.08977026846259832
595,38.49999999999999,20,0.05962290433235466
596,38.49999999999999,20,0.08265329096466303
597,38.49999999999999,20,0.06262612887658178
598,38.49999999999999,20,0.09919379940256476
599,38.49999999999999,20,0.1208801765460521
600,37.3,20,0.3710879985243082
601,38.49999999999999,20,0.05594644541852176
602,38.49999999999999,20,0.06397010548971593
603,38.49999999999999,20,0.07066119331866502
604,38.49999999999999,20,0.06981196906417608
605,38.49999999999999,20,0.08450237419456244
606,38.49999999999999,20,0.07927763732150198
607,38.49999999999999,20,0.07256877166219056
608,37.89999999999999,20,0.15734352907165886
609,38.49999999999999,20,0.0915202301926911
610,38.49999999999999,20,0.1427397965453565
611,38.49999999999999,20,0.09253984931856393
612,38.49999999999999,20,0.07036681706085801
613,38.49999999999999,20,0.05697151198983193
614,38.49999999999999,20,0.07648005364462733
615,38.49999999999999,20,0.12782116420567036
616,38.49999999999999,20,0.09166609719395638
617,38.49999999999999,20,0.08109785048291088
618,38.49999999999999,20,0.13308645952492953
619,38.49999999999999,20,0.061077785305678846
620,38.49999999999999,20,0.05483116637915373
621,37.49999999999999,20,0.35397386737167835
622,38.49999999999999,20,0.06046610870398581
623,38.49999999999999,20,0.10340899825096131
624,38.49999999999999,20,0.0635954868979752
625,38.49999999999999,20,0.05670109861530363
626,38.49999999999999,20,0.06486194874159992
627,38.49999999999999,20,0.12372423689812422
628,38.49999999999999,20,0.11636223830282688
629,38.49999999999999,20,0.06592922555282713
630,38.49999999999999,20,0.10478175450116396
631,38.49999999999999,20,0.0812159052118659
632,38.49999999999999,20,0.0625501827802509
633,38.49999999999999,20,0.06383262583985924
634,38.49999999999999,20,0.07376473480835558
635,38.49999999999999,20,0.08347063511610031
636,38.49999999999999,20,0.08261338146403432
637,38.49999999999999,20,0.060623217932879926
638,38.49999999999999,20,0.2141735890880227
639,38.49999999999999,20,0.07968191802501678
640,38.49999999999999,20,0.08959173811599612
641,38.49999999999999,20,0.11333650881424547
642,38.49999999999999,20,0.057737992610782385
643,38.49999999999999,20,0.060002742987126115
644,38.49999999999999,20,0.0660437537357211
645,38.49999999999999,20,0.05948474025353789
646,38.49999999999999,20,0.1507450992241502
647,38.49999999999999,20,0.16643232200294733
648,38.49999999999999,20,0.06274944180622696
649,38.49999999999999,20,0.09348867069929838
650,38.49999999999999,20,0.10392557997256517
651,38.49999999999999,20,0.0823820784687996
652,38.49999999999999,20,0.12479065582156182
653,38.49999999999999,20,0.09047100841999053
654,38.49999999999999,20,0.05979538671672344
655,38.49999999999999,20,0.08445852873846889
656,38.49999999999999,20,0.0598687160294503
657,38.49999999999999,20,0.059832260757684705
658,38.49999999999999,20,0.06286151343956589
659,38.49999999999999,20,0.05134038692340255
660,38.49999999999999,20,0.0710724100470543
661,38.49999999999999,20,0.06883038305677473
662,38.49999999999999,20,0.0712289777584374
663,38.49999999999999,20,0.06993937841616571
664,38.49999999999999,20,0.09804162420332432
665,38.49999999999999,20,0.07902899030596018
666,38.49999999999999,20,0.10213723462074994
667,38.49999999999999,20,0.08763703471049666
668,38.49999999999999,20,0.05134304733946919
669,38.49999999999999,20,0.061981185572221875
670,38.49999999999999,20,0.0975704152137041
671,38.49999999999999,20,0.06084254179149866
672,38.49999999999999,20,0.059275857824832204
