Episode,Cumulative Reward,Episode Length,Q Variance
896,38.49999999999999,20,78.22774
897,37.1,20,71.73078
898,37.29999999999999,20,73.1748
899,38.49999999999999,20,73.43901
900,37.3,20,78.19511
901,37.1,20,73.4721
902,37.900000000000006,20,72.003586
903,38.49999999999999,20,80.45804
904,38.49999999999999,20,81.748955
905,36.900000000000006,20,74.83016
906,37.900000000000006,20,72.20595
907,38.49999999999999,20,78.757484
908,37.3,20,71.69951
909,36.9,20,81.87567
910,37.69999999999999,20,66.03329
911,36.900000000000006,20,70.87399
912,36.50000000000001,20,72.18846
913,38.3,20,70.49541
914,37.5,20,62.073387
915,37.900000000000006,20,75.797615
916,37.3,20,78.1488
917,38.49999999999999,20,80.13581
918,38.49999999999999,20,81.67951
919,38.49999999999999,20,81.5396
920,37.29999999999999,20,74.72841
921,38.49999999999999,20,75.411705
922,37.69999999999999,20,66.91129
923,36.9,20,81.781845
924,38.49999999999999,20,80.99011
925,37.900000000000006,20,72.453865
926,37.3,20,75.021065
927,38.1,20,67.352135
928,37.900000000000006,20,72.176704
929,37.5,20,70.288246
930,37.3,20,69.36418
931,37.5,20,64.3875
932,38.49999999999999,20,83.911156
933,37.7,20,65.41632
934,38.49999999999999,20,75.422485
935,38.49999999999999,20,77.59
936,38.49999999999999,20,83.54296
937,36.9,20,80.212204
938,36.9,20,80.33853
939,36.9,20,75.786064
940,37.69999999999999,20,68.348625
941,38.49999999999999,20,81.31848
942,37.5,20,64.722145
943,38.099999999999994,20,84.603355
944,37.3,20,78.09734
945,37.3,20,68.63839
946,37.3,20,77.375046
947,37.300000000000004,20,66.01544
948,38.49999999999999,20,69.57424
949,38.49999999999999,20,75.206154
950,38.49999999999999,20,73.05878
951,37.900000000000006,20,75.06486
952,37.900000000000006,20,81.98419
953,37.5,20,67.50255
954,38.49999999999999,20,84.57983
955,36.500000000000014,20,79.79046
956,36.7,20,63.749817
957,37.1,20,65.95798
958,38.49999999999999,20,77.49034
959,37.5,20,68.6803
960,38.49999999999999,20,72.068634
961,38.49999999999999,20,74.96333
962,38.49999999999999,20,68.34981
963,37.69999999999999,20,67.08195
964,38.49999999999999,20,73.41103
965,37.69999999999999,20,66.15301
966,37.5,20,66.64273
967,38.099999999999994,20,78.988846
968,37.3,20,70.31496
969,37.29999999999999,20,74.27869
970,38.49999999999999,20,71.12629
971,37.3,20,68.35929
972,36.7,20,64.21942
973,37.5,20,67.14594
974,37.69999999999999,20,69.28258
975,37.900000000000006,20,71.23625
976,37.1,20,72.78934
977,38.49999999999999,20,75.4322
978,38.099999999999994,20,81.30429
979,38.49999999999999,20,71.330414
980,37.1,20,74.150246
981,37.29999999999999,20,75.651955
982,36.9,20,76.11126
983,38.49999999999999,20,79.10978
984,38.49999999999999,20,73.340485
985,38.49999999999999,20,69.27609
986,37.3,20,71.17209
987,38.49999999999999,20,75.09539
988,37.3,20,65.297104
989,38.49999999999999,20,72.74416
990,38.49999999999999,20,81.15528
991,38.49999999999999,20,81.873055
992,38.49999999999999,20,78.181915
993,38.49999999999999,20,72.51911
994,37.3,20,70.06242
995,36.9,20,76.62867
996,37.3,20,76.24113
997,38.1,20,67.6092
998,37.900000000000006,20,73.84476
999,37.1,20,73.04128
1000,37.1,20,80.40055
