Episode,Cumulative Reward,Episode Length,Q Variance
85,36.9,20,76.67521
86,38.49999999999999,20,79.583595
87,36.7,20,80.65394
88,37.3,20,74.2369
89,38.49999999999999,20,77.23682
90,37.900000000000006,20,75.23136
91,36.9,20,77.498886
92,36.70000000000001,20,73.719795
93,38.49999999999999,20,76.947464
94,37.900000000000006,20,81.27486
95,38.49999999999999,20,71.0772
96,37.3,20,74.030914
97,38.099999999999994,20,82.59688
98,37.29999999999999,20,72.51102
99,38.49999999999999,20,70.36416
100,38.099999999999994,20,83.685036
101,37.300000000000004,20,78.59091
102,38.49999999999999,20,72.07621
103,37.3,20,70.52188
104,37.29999999999999,20,74.33216
105,37.1,20,71.7232
106,38.49999999999999,20,72.24689
107,37.1,20,69.0718
108,38.49999999999999,20,70.23482
109,38.49999999999999,20,69.84593
110,37.300000000000004,20,70.00043
111,38.099999999999994,20,76.68933
112,38.49999999999999,20,72.52063
113,38.49999999999999,20,69.494705
114,38.49999999999999,20,67.68747
115,38.49999999999999,20,70.884796
116,36.5,20,70.890434
117,37.5,20,68.93805
118,38.1,20,65.85118
119,38.49999999999999,20,70.307144
120,37.69999999999999,20,73.2701
121,38.49999999999999,20,66.17221
122,37.3,20,67.21779
123,36.9,20,78.70683
124,37.69999999999999,20,65.0935
125,38.49999999999999,20,87.563416
126,36.9,20,76.49651
127,37.29999999999999,20,71.788376
128,37.69999999999999,20,69.83959
129,38.099999999999994,20,77.88379
130,36.9,20,74.15936
131,36.900000000000006,20,70.35207
132,37.1,20,68.36942
133,36.9,20,78.32465
134,37.3,20,74.71562
135,36.500000000000014,20,76.593925
136,38.49999999999999,20,79.51747
137,37.900000000000006,20,75.661804
138,37.7,20,69.303604
139,38.49999999999999,20,76.56666
140,38.49999999999999,20,69.7806
141,38.49999999999999,20,77.26396
142,38.49999999999999,20,69.605156
143,37.699999999999996,20,65.55054
144,38.099999999999994,20,81.145256
145,37.5,20,64.99976
146,37.3,20,76.989174
147,37.900000000000006,20,76.705185
148,37.5,20,65.862564
149,37.5,20,65.75342
150,38.49999999999999,20,68.639885
151,37.3,20,72.2949
152,38.49999999999999,20,83.68658
153,37.10000000000001,20,68.21973
154,38.3,20,74.302376
155,37.69999999999999,20,67.485214
156,38.49999999999999,20,71.202225
157,36.9,20,78.377495
158,38.49999999999999,20,67.69825
159,37.3,20,74.522446
160,36.70000000000001,20,75.34665
161,36.7,20,63.858376
162,37.900000000000006,20,77.22041
163,38.49999999999999,20,75.902725
164,37.3,20,75.62012
165,37.29999999999999,20,75.33298
166,38.49999999999999,20,79.855194
167,36.9,20,84.130135
168,38.49999999999999,20,82.0706
169,37.29999999999999,20,76.076355
170,37.900000000000006,20,78.06003
171,37.3,20,82.48772
172,38.49999999999999,20,79.29307
173,38.49999999999999,20,71.34107
174,38.49999999999999,20,77.890915
175,37.3,20,75.64929
176,37.3,20,75.695854
177,38.49999999999999,20,71.99306
178,36.900000000000006,20,72.207886
179,37.29999999999999,20,75.72537
180,37.300000000000004,20,86.401855
181,37.69999999999999,20,69.24124
182,38.49999999999999,20,81.891045
183,36.9,20,78.62783
184,38.099999999999994,20,89.31161
185,37.5,20,67.318596
186,38.49999999999999,20,70.44292
187,37.3,20,71.50206
188,37.3,20,73.3542
189,38.49999999999999,20,75.63431
190,38.49999999999999,20,73.12209
191,37.3,20,73.96268
192,37.099999999999994,20,69.70141
193,37.3,20,77.00873
194,38.49999999999999,20,79.27796
195,36.900000000000006,20,77.100296
196,36.9,20,70.28586
197,37.3,20,66.87614
198,38.099999999999994,20,88.93832
199,38.49999999999999,20,72.96114
200,38.49999999999999,20,72.00003
201,37.7,20,63.671074
202,37.29999999999999,20,73.66488
203,37.5,20,66.4869
204,38.49999999999999,20,71.98248
205,38.49999999999999,20,82.11454
206,37.3,20,74.74594
207,38.49999999999999,20,77.774254
208,36.9,20,66.01
209,38.099999999999994,20,83.808304
210,37.3,20,77.00033
211,37.69999999999999,20,69.079
212,37.3,20,70.731155
213,38.49999999999999,20,68.03351
214,37.5,20,65.43761
215,36.7,20,61.8046
216,36.1,20,81.29204
217,37.1,20,77.6017
218,38.49999999999999,20,86.56835
219,38.49999999999999,20,82.48098
220,38.49999999999999,20,69.61968
221,37.900000000000006,20,81.4863
222,37.5,20,70.84367
223,37.5,20,67.7667
224,37.3,20,71.70772
225,37.900000000000006,20,77.48844
226,37.900000000000006,20,81.253784
227,38.49999999999999,20,89.40158
228,36.5,20,65.165855
229,37.3,20,73.994316
230,37.1,20,67.3468
231,38.49999999999999,20,79.8554
232,37.29999999999999,20,71.571106
233,38.49999999999999,20,78.55139
234,37.29999999999999,20,70.48065
235,37.1,20,67.61865
236,38.49999999999999,20,78.94872
237,38.49999999999999,20,82.336494
238,36.9,20,73.46407
239,37.900000000000006,20,71.08308
240,36.50000000000001,20,74.08484
241,36.900000000000006,20,72.87025
242,37.29999999999999,20,75.46853
243,37.1,20,71.69172
244,38.099999999999994,20,83.33611
245,37.900000000000006,20,76.36667
246,36.70000000000001,20,73.48862
247,37.1,20,75.951035
248,38.1,20,66.93693
249,38.49999999999999,20,73.6067
250,38.49999999999999,20,88.766525
251,38.49999999999999,20,68.51021
252,38.49999999999999,20,70.129
253,38.49999999999999,20,86.8912
254,36.900000000000006,20,67.9074
255,38.49999999999999,20,73.75404
256,38.49999999999999,20,74.550644
257,38.49999999999999,20,74.48425
258,37.1,20,74.41176
259,38.49999999999999,20,79.139755
260,36.9,20,69.90154
261,37.300000000000004,20,85.88854
262,37.3,20,73.77258
263,38.099999999999994,20,79.92706
264,36.9,20,76.60573
265,37.699999999999996,20,66.01162
266,38.49999999999999,20,79.24276
267,36.9,20,75.5058
268,38.49999999999999,20,82.12671
269,36.900000000000006,20,80.81703
270,37.900000000000006,20,76.268425
271,38.49999999999999,20,75.94205
272,38.099999999999994,20,83.74117
273,37.29999999999999,20,70.5446
274,36.7,20,64.98333
275,36.9,20,76.53403
276,38.49999999999999,20,69.86053
277,36.900000000000006,20,70.899124
278,38.49999999999999,20,67.38868
279,37.1,20,69.15586
280,37.1,20,68.41075
281,37.3,20,71.795334
282,38.49999999999999,20,72.709694
283,37.900000000000006,20,75.92104
284,38.49999999999999,20,68.8109
285,37.5,20,67.54987
286,37.5,20,75.56324
287,37.7,20,63.948254
288,37.3,20,78.07576
289,37.3,20,68.03285
290,37.1,20,70.39578
291,37.5,20,66.01085
292,37.29999999999999,20,70.482185
293,36.9,20,84.312416
294,37.89999999999999,20,65.25331
295,37.3,20,72.18637
296,37.5,20,66.56495
297,37.3,20,65.03186
298,38.49999999999999,20,66.30838
299,37.3,20,71.54178
300,36.9,20,76.61737
301,38.49999999999999,20,66.88857
302,37.29999999999999,20,70.910446
303,38.49999999999999,20,88.55085
304,38.49999999999999,20,74.58555
305,38.49999999999999,20,79.40748
306,38.49999999999999,20,70.102646
307,36.9,20,77.237785
308,36.500000000000014,20,79.23108
309,38.49999999999999,20,77.8044
310,36.9,20,77.98126
311,37.3,20,71.77797
312,36.9,20,67.74731
313,38.49999999999999,20,69.41231
314,36.9,20,69.20858
315,38.49999999999999,20,75.75429
316,37.300000000000004,20,77.74105
317,37.5,20,67.35555
318,38.49999999999999,20,75.366104
319,38.49999999999999,20,73.65779
320,38.099999999999994,20,80.733345
321,38.1,20,65.06889
322,37.29999999999999,20,74.69272
323,37.699999999999996,20,62.215626
324,38.49999999999999,20,83.17686
325,37.699999999999996,20,66.461845
326,37.69999999999999,20,66.36803
327,38.49999999999999,20,73.83627
328,37.3,20,70.501816
329,37.3,20,70.25174
330,38.49999999999999,20,75.89436
331,36.9,20,78.23653
332,38.49999999999999,20,65.875534
333,37.5,20,66.23074
334,37.5,20,67.8366
335,37.3,20,73.52474
336,37.29999999999999,20,71.533875
337,38.49999999999999,20,79.60327
338,36.9,20,66.78658
339,37.3,20,72.624146
340,37.69999999999999,20,67.95133
341,37.29999999999999,20,71.64229
342,36.9,20,81.90761
343,38.099999999999994,20,78.10968
344,37.69999999999999,20,65.741486
345,36.9,20,70.82719
346,37.29999999999999,20,74.879364
347,38.49999999999999,20,69.62232
348,36.70000000000001,20,73.1279
349,37.5,20,66.17611
350,36.50000000000001,20,74.50175
351,38.49999999999999,20,76.564865
352,36.9,20,71.30094
353,37.3,20,72.64774
354,37.5,20,67.146
355,37.3,20,76.51688
356,37.29999999999999,20,75.41176
357,37.1,20,69.55595
358,36.9,20,70.02616
359,38.099999999999994,20,76.97077
360,37.29999999999999,20,75.45826
361,38.49999999999999,20,86.89775
362,38.49999999999999,20,77.4558
363,36.9,20,72.81409
364,37.099999999999994,20,67.850204
365,37.29999999999999,20,73.66534
366,37.69999999999999,20,67.42892
367,37.099999999999994,20,64.191055
368,36.300000000000004,20,72.33497
369,37.900000000000006,20,79.543106
370,38.49999999999999,20,83.041885
371,38.49999999999999,20,69.59986
372,36.500000000000014,20,75.69704
373,38.3,20,72.11224
374,38.49999999999999,20,79.688416
375,38.1,20,67.824715
376,38.49999999999999,20,70.97507
377,38.49999999999999,20,70.72385
378,37.3,20,77.46111
379,38.49999999999999,20,74.669815
380,37.900000000000006,20,71.97158
381,38.49999999999999,20,76.01824
382,38.099999999999994,20,82.886375
383,38.49999999999999,20,72.278244
384,38.49999999999999,20,72.35121
385,36.9,20,65.832344
386,38.099999999999994,20,81.0513
387,38.49999999999999,20,76.02852
388,37.5,20,67.55461
389,36.50000000000001,20,71.18588
390,37.69999999999999,20,66.532555
391,36.9,20,79.07425
392,37.29999999999999,20,71.97129
393,36.500000000000014,20,80.30002
394,37.1,20,73.235245
395,38.49999999999999,20,70.06998
396,38.49999999999999,20,75.56522
397,37.5,20,73.252106
398,38.49999999999999,20,86.11201
399,37.900000000000006,20,80.16236
400,37.1,20,81.845146
401,36.900000000000006,20,75.37885
402,36.9,20,67.879906
403,36.9,20,75.87063
404,36.9,20,75.39556
405,37.900000000000006,20,77.27614
406,36.9,20,72.95725
407,38.49999999999999,20,84.05815
408,38.49999999999999,20,69.391396
409,37.300000000000004,20,72.48347
410,37.69999999999999,20,64.83448
411,38.49999999999999,20,77.27654
412,36.9,20,69.52441
413,37.900000000000006,20,74.082535
414,37.5,20,64.79174
415,36.500000000000014,20,76.66069
416,37.69999999999999,20,73.441826
417,38.49999999999999,20,72.935356
418,37.29999999999999,20,72.78889
419,37.300000000000004,20,66.65872
420,38.099999999999994,20,80.34156
421,37.300000000000004,20,81.2499
422,36.5,20,62.751225
423,37.29999999999999,20,72.364075
424,37.3,20,74.89319
425,37.300000000000004,20,71.81229
426,37.1,20,69.41415
427,38.49999999999999,20,67.951355
428,36.500000000000014,20,79.67533
429,36.5,20,66.494804
430,38.49999999999999,20,70.26285
431,36.9,20,69.91336
432,38.49999999999999,20,76.89705
433,37.3,20,75.348076
434,36.9,20,66.16629
435,37.900000000000006,20,72.50719
436,38.099999999999994,20,75.03889
437,37.900000000000006,20,73.05869
438,37.29999999999999,20,74.28821
439,37.900000000000006,20,83.018845
440,38.49999999999999,20,77.372475
441,38.49999999999999,20,71.92958
442,36.9,20,76.88483
443,37.69999999999999,20,69.4412
444,38.49999999999999,20,71.718735
445,37.900000000000006,20,77.45078
446,37.69999999999999,20,68.64116
447,37.5,20,70.83496
448,36.9,20,70.17807
449,36.9,20,76.83559
450,37.900000000000006,20,78.257256
451,38.49999999999999,20,73.16219
452,37.1,20,73.21534
453,37.900000000000006,20,71.9231
454,37.3,20,73.83365
455,38.49999999999999,20,72.57539
456,36.900000000000006,20,69.35925
457,37.5,20,66.180565
458,37.699999999999996,20,62.975445
459,38.49999999999999,20,67.95439
460,37.29999999999999,20,73.18712
461,38.49999999999999,20,68.43845
462,38.099999999999994,20,79.64891
463,37.3,20,76.16974
464,36.900000000000006,20,71.67257
465,37.5,20,66.16137
466,36.9,20,71.934616
467,37.3,20,70.76362
468,38.49999999999999,20,71.88498
469,37.5,20,64.92265
470,36.5,20,63.40254
471,37.1,20,73.056915
472,38.49999999999999,20,70.785286
473,37.5,20,66.81139
474,37.3,20,65.68501
475,37.5,20,67.271454
476,37.699999999999996,20,63.429504
477,36.500000000000014,20,74.23793
478,36.9,20,78.50407
479,37.69999999999999,20,66.22026
480,38.49999999999999,20,78.1746
481,37.1,20,78.595245
482,36.900000000000006,20,70.92705
483,37.300000000000004,20,71.36999
484,36.9,20,65.46171
485,38.49999999999999,20,85.7751
486,36.9,20,82.1477
487,37.300000000000004,20,66.010796
488,37.1,20,72.18367
489,37.70000000000001,20,80.65311
490,37.900000000000006,20,81.21173
491,37.5,20,71.42045
492,37.1,20,68.51588
493,38.099999999999994,20,85.66402
494,38.099999999999994,20,86.14893
495,37.900000000000006,20,75.72489
496,38.49999999999999,20,68.009636
497,38.49999999999999,20,67.934525
498,36.9,20,70.41728
499,37.900000000000006,20,68.41726
500,37.900000000000006,20,72.17162
501,36.70000000000001,20,72.2206
502,36.500000000000014,20,78.17683
503,37.5,20,64.61172
504,38.49999999999999,20,70.4447
505,36.9,20,79.58976
506,37.1,20,71.233635
507,37.1,20,71.33468
508,37.3,20,77.688995
509,38.1,20,71.952866
510,37.70000000000001,20,78.93074
511,37.5,20,65.701225
512,38.099999999999994,20,78.60172
513,38.49999999999999,20,68.15511
514,36.500000000000014,20,76.0559
515,37.50000000000001,20,74.175415
516,38.49999999999999,20,75.93169
517,38.49999999999999,20,65.29003
518,38.099999999999994,20,74.39355
519,37.69999999999999,20,68.145226
520,37.1,20,70.10499
521,38.49999999999999,20,67.561386
522,38.49999999999999,20,70.37714
523,36.7,20,68.89285
524,38.49999999999999,20,68.00951
525,37.099999999999994,20,66.00805
526,38.099999999999994,20,74.71467
527,36.50000000000001,20,66.27763
528,36.500000000000014,20,75.86097
529,37.5,20,64.32839
530,37.5,20,67.43946
531,38.49999999999999,20,72.5312
532,38.1,20,69.715096
533,38.099999999999994,20,75.140495
534,38.49999999999999,20,80.492004
535,37.3,20,74.81316
536,37.29999999999999,20,71.84367
537,37.1,20,71.8261
538,38.49999999999999,20,70.144356
539,36.9,20,70.74308
540,38.49999999999999,20,69.64578
541,36.9,20,65.38337
542,37.3,20,73.26314
543,38.099999999999994,20,80.48679
544,36.9,20,76.432434
545,38.49999999999999,20,67.24221
546,38.49999999999999,20,71.926834
547,38.49999999999999,20,72.94029
548,38.49999999999999,20,73.38056
549,37.3,20,72.604126
550,37.5,20,64.554474
551,38.49999999999999,20,87.863045
552,36.9,20,69.01207
553,38.49999999999999,20,70.47622
554,37.900000000000006,20,71.5196
555,38.49999999999999,20,77.88448
556,38.49999999999999,20,70.6976
557,38.49999999999999,20,67.241875
558,38.49999999999999,20,78.23695
559,37.3,20,72.372696
560,37.5,20,67.85949
561,37.900000000000006,20,76.68308
562,37.29999999999999,20,70.77719
563,37.3,20,73.657776
564,37.3,20,72.44044
565,38.49999999999999,20,69.81299
566,36.900000000000006,20,75.353035
567,38.099999999999994,20,74.11501
568,38.49999999999999,20,72.7208
569,36.9,20,73.177895
570,38.49999999999999,20,77.54659
571,37.29999999999999,20,70.30522
572,37.70000000000001,20,78.99236
573,38.49999999999999,20,82.75066
574,38.49999999999999,20,79.61697
575,38.49999999999999,20,68.40808
576,38.49999999999999,20,83.93595
577,38.49999999999999,20,74.14151
578,38.49999999999999,20,73.569695
579,38.49999999999999,20,80.09246
580,36.9,20,78.68105
581,37.699999999999996,20,64.41602
582,37.29999999999999,20,69.72435
583,38.49999999999999,20,77.31831
584,38.49999999999999,20,68.84794
585,38.49999999999999,20,71.712425
586,37.3,20,65.35902
587,38.49999999999999,20,77.95439
588,36.9,20,82.8885
589,38.49999999999999,20,75.22299
590,38.49999999999999,20,75.139275
591,37.3,20,75.46461
592,38.49999999999999,20,65.242676
593,37.5,20,66.869194
594,36.900000000000006,20,79.688545
595,37.1,20,71.99147
596,37.900000000000006,20,81.96668
597,38.099999999999994,20,78.44081
598,38.099999999999994,20,79.6488
599,37.5,20,63.08395
600,38.49999999999999,20,90.67645
601,37.3,20,68.97028
602,38.49999999999999,20,72.75075
603,38.49999999999999,20,73.49787
604,37.5,20,62.897568
605,36.7,20,62.51722
606,38.49999999999999,20,73.18366
607,37.1,20,71.997345
608,38.099999999999994,20,87.08029
609,36.5,20,65.89895
610,38.099999999999994,20,84.18614
611,38.49999999999999,20,73.14896
612,37.1,20,74.93443
613,37.1,20,73.51689
614,38.49999999999999,20,76.76223
615,36.9,20,77.64377
616,37.50000000000001,20,75.13811
617,38.49999999999999,20,74.22705
618,36.9,20,75.95259
619,38.49999999999999,20,68.05626
620,37.3,20,71.51625
621,38.49999999999999,20,87.276794
622,38.49999999999999,20,71.87758
623,37.699999999999996,20,63.875935
624,38.49999999999999,20,80.5363
625,38.49999999999999,20,67.37269
626,37.5,20,66.286446
627,36.9,20,72.80057
628,36.9,20,78.91527
629,38.49999999999999,20,69.65108
630,38.099999999999994,20,81.18801
631,37.1,20,65.459785
632,37.3,20,67.06962
633,37.5,20,67.09783
634,37.10000000000001,20,67.37716
635,38.49999999999999,20,73.95984
636,37.1,20,74.17554
637,37.69999999999999,20,65.40429
638,36.9,20,69.06897
639,36.500000000000014,20,76.53777
640,37.300000000000004,20,74.407745
641,37.30000000000001,20,80.181816
642,37.1,20,74.268394
643,38.49999999999999,20,68.12323
644,38.49999999999999,20,74.95436
645,38.49999999999999,20,75.116516
646,37.3,20,66.479744
647,38.49999999999999,20,75.916435
648,38.49999999999999,20,70.69768
649,37.3,20,64.54589
650,36.9,20,70.61753
651,37.900000000000006,20,81.73664
652,36.50000000000001,20,76.997475
653,36.9,20,69.30541
654,38.49999999999999,20,66.25203
655,38.49999999999999,20,74.75844
656,37.69999999999999,20,66.49254
657,37.69999999999999,20,66.06854
658,38.49999999999999,20,72.36477
659,38.49999999999999,20,72.84964
660,36.900000000000006,20,77.36122
661,37.5,20,67.49831
662,37.5,20,64.65807
663,37.3,20,65.4799
664,36.9,20,82.50704
665,36.900000000000006,20,70.83444
666,36.9,20,79.43304
667,37.900000000000006,20,77.544815
668,38.49999999999999,20,72.03515
669,38.49999999999999,20,77.91949
670,36.9,20,82.50743
671,38.49999999999999,20,69.15369
672,37.69999999999999,20,70.77102
673,38.099999999999994,20,77.70655
674,37.900000000000006,20,80.39276
675,38.49999999999999,20,78.8206
676,37.69999999999999,20,72.541145
677,37.3,20,70.14871
678,38.49999999999999,20,71.02424
679,37.3,20,73.05301
680,37.300000000000004,20,67.18446
681,37.900000000000006,20,73.68673
682,36.50000000000001,20,75.46453
683,38.49999999999999,20,80.67355
684,36.1,20,78.70634
685,37.29999999999999,20,71.810524
686,37.900000000000006,20,81.198044
687,38.49999999999999,20,87.08728
688,37.900000000000006,20,73.74129
689,37.29999999999999,20,71.04468
690,37.5,20,65.37556
691,36.9,20,77.548904
692,37.1,20,66.01841
693,38.49999999999999,20,73.26768
694,37.1,20,76.45755
695,36.9,20,77.39135
696,36.9,20,71.33876
697,36.9,20,67.952576
698,38.49999999999999,20,84.11055
699,36.9,20,80.325066
700,38.49999999999999,20,90.08059
701,38.49999999999999,20,71.38816
702,38.49999999999999,20,68.847404
703,38.49999999999999,20,68.94457
704,38.49999999999999,20,85.01547
705,37.10000000000001,20,71.28232
706,38.49999999999999,20,72.21672
707,36.9,20,73.75275
708,38.49999999999999,20,70.56548
709,37.5,20,70.02791
710,38.49999999999999,20,82.93762
711,37.69999999999999,20,71.25552
712,38.49999999999999,20,78.003914
713,37.69999999999999,20,66.1131
714,37.69999999999999,20,74.60271
715,36.900000000000006,20,76.08796
716,38.49999999999999,20,78.0264
717,37.69999999999999,20,72.421745
718,37.5,20,62.497818
719,37.900000000000006,20,75.87402
720,36.9,20,76.708824
721,38.099999999999994,20,81.92593
722,38.49999999999999,20,77.21602
723,36.9,20,70.444244
724,38.49999999999999,20,79.3153
725,38.49999999999999,20,71.868195
726,37.29999999999999,20,70.88669
727,37.5,20,63.351845
728,37.699999999999996,20,62.121147
729,37.900000000000006,20,77.79184
730,38.49999999999999,20,74.73564
731,37.5,20,66.30363
732,37.10000000000001,20,72.42132
733,37.3,20,72.643776
734,36.500000000000014,20,73.53132
735,37.5,20,65.409706
736,38.49999999999999,20,76.07232
737,37.5,20,67.99888
738,37.3,20,65.15334
739,37.3,20,76.06693
740,38.099999999999994,20,85.47505
741,37.5,20,62.6351
742,38.49999999999999,20,72.17592
743,37.5,20,71.06332
744,37.29999999999999,20,71.47735
745,38.49999999999999,20,91.04644
746,37.1,20,73.77052
747,38.49999999999999,20,80.05971
748,37.5,20,64.53258
749,37.900000000000006,20,73.85397
750,38.49999999999999,20,70.737114
751,37.300000000000004,20,69.16646
752,36.900000000000006,20,72.5315
753,37.69999999999999,20,71.19143
754,37.29999999999999,20,71.66106
755,38.1,20,68.81017
756,38.49999999999999,20,73.7866
757,38.49999999999999,20,78.33054
758,37.50000000000001,20,73.10896
759,37.300000000000004,20,81.235664
760,37.3,20,75.95866
761,38.49999999999999,20,72.2323
762,37.1,20,71.40854
763,38.49999999999999,20,70.14501
764,37.900000000000006,20,75.063805
765,37.900000000000006,20,74.88695
766,38.099999999999994,20,86.99456
767,36.9,20,79.74147
768,38.49999999999999,20,74.61519
769,38.099999999999994,20,81.17905
770,37.1,20,75.81391
771,36.900000000000006,20,80.01084
772,37.3,20,67.326096
773,37.29999999999999,20,69.624725
774,38.49999999999999,20,80.35435
775,36.50000000000001,20,70.02304
776,37.900000000000006,20,75.72209
777,38.49999999999999,20,85.02445
778,37.30000000000001,20,77.715744
779,37.900000000000006,20,76.686584
780,36.9,20,75.35508
781,38.49999999999999,20,82.013725
782,37.900000000000006,20,72.5323
783,38.49999999999999,20,68.88708
784,36.5,20,72.04822
785,36.50000000000001,20,79.82578
786,38.49999999999999,20,77.683624
787,37.69999999999999,20,71.87712
788,36.500000000000014,20,73.066635
789,38.49999999999999,20,75.155785
790,36.9,20,75.83543
791,38.49999999999999,20,67.16907
792,37.699999999999996,20,63.29241
793,37.70000000000001,20,79.45911
794,36.9,20,69.69226
795,36.500000000000014,20,80.37224
796,37.1,20,78.53418
797,38.49999999999999,20,66.25461
798,36.500000000000014,20,78.106964
799,36.9,20,67.54648
800,38.49999999999999,20,78.8778
801,37.69999999999999,20,65.49168
802,37.29999999999999,20,74.05358
803,38.49999999999999,20,69.59595
804,38.49999999999999,20,85.04014
805,37.5,20,72.406876
806,36.9,20,67.26965
807,38.49999999999999,20,74.259605
808,37.69999999999999,20,73.8871
809,36.900000000000006,20,76.46743
810,37.3,20,73.01331
811,37.3,20,70.98955
812,37.5,20,65.10143
813,38.099999999999994,20,77.68119
814,38.49999999999999,20,73.12116
815,37.5,20,67.79646
816,36.500000000000014,20,80.178665
817,38.49999999999999,20,68.02811
818,37.3,20,75.08399
819,36.50000000000001,20,67.60556
820,38.49999999999999,20,80.26514
821,38.49999999999999,20,78.34069
822,36.9,20,72.34755
823,37.3,20,77.72907
824,38.49999999999999,20,71.39941
825,38.49999999999999,20,83.2737
826,36.9,20,70.22607
827,38.099999999999994,20,79.0526
828,38.49999999999999,20,73.615845
829,37.5,20,62.05196
830,37.900000000000006,20,77.63309
831,38.49999999999999,20,68.57864
832,37.5,20,62.512684
833,36.9,20,81.750404
834,38.49999999999999,20,68.637825
835,38.099999999999994,20,80.40975
836,36.9,20,78.013306
837,37.5,20,66.36604
838,38.49999999999999,20,73.55945
839,37.29999999999999,20,74.27365
840,38.49999999999999,20,81.06919
841,37.69999999999999,20,70.80983
842,38.49999999999999,20,82.06431
843,37.3,20,72.58926
844,38.099999999999994,20,79.99486
845,37.3,20,73.10334
846,36.9,20,72.30008
847,37.900000000000006,20,71.69118
848,38.49999999999999,20,68.4903
849,38.49999999999999,20,65.494675
850,38.099999999999994,20,82.22009
851,37.69999999999999,20,68.552895
852,37.3,20,67.9399
853,37.5,20,66.47641
854,38.49999999999999,20,72.94775
855,37.5,20,71.172874
856,36.900000000000006,20,83.88274
857,38.49999999999999,20,70.66246
858,38.49999999999999,20,87.59563
859,37.29999999999999,20,70.75336
860,37.699999999999996,20,62.08253
861,37.70000000000001,20,83.15943
862,38.49999999999999,20,82.738716
863,36.9,20,79.919716
864,37.1,20,73.847626
865,38.49999999999999,20,76.969826
866,37.29999999999999,20,72.58368
867,37.1,20,74.0769
868,38.1,20,66.35965
869,36.9,20,73.51327
870,36.50000000000001,20,69.45533
871,36.500000000000014,20,75.919914
872,36.7,20,64.52219
873,38.49999999999999,20,87.3549
874,38.49999999999999,20,72.04805
875,38.49999999999999,20,78.493774
876,38.49999999999999,20,84.69844
877,38.49999999999999,20,76.86474
878,36.9,20,76.392815
879,36.9,20,79.44285
880,37.5,20,69.722336
881,38.49999999999999,20,78.914825
882,38.49999999999999,20,75.17503
883,38.49999999999999,20,78.32221
884,37.900000000000006,20,84.05787
885,36.900000000000006,20,71.47394
886,38.49999999999999,20,65.94514
887,38.099999999999994,20,80.98715
888,37.900000000000006,20,73.92836
889,38.49999999999999,20,75.50143
890,37.5,20,65.73493
891,37.3,20,69.96582
892,37.900000000000006,20,72.89108
893,37.3,20,69.53681
894,37.3,20,76.61313
895,37.3,20,70.50705
