#{"t_start": 1743683177.9754236, "env_id": "None"}
r,l,t
25.3,20,68.539656
8.3,20,68.575367
5.7,20,68.59968
-3.7,20,68.624005
26.7,20,68.646748
20.3,20,68.67469
-6.1,20,68.699717
41.3,15,68.758459
17.7,20,68.792876
0.3,20,68.829834
9.1,20,68.860682
24.3,17,68.886416
23.4,6,68.898595
5.3,20,68.928305
31.5,20,68.956304
19.9,20,68.987015
20.5,20,69.01291
24.7,17,69.03616
23.7,20,69.063247
7.7,20,69.088321
17.7,20,69.115625
33.1,20,69.15221
24.3,20,69.183306
1.5,20,69.213843
23.1,16,69.234217
13.1,3,69.239783
17.5,20,69.274136
6.7,20,69.3021
13.9,20,69.334165
20.1,20,69.371768
3.9,20,69.407359
21.3,20,69.43836
-6.9,20,69.461418
5.9,20,69.495944
15.1,20,69.526962
-7.5,20,69.55504
27.3,10,69.565894
-0.9,20,69.594859
5.9,20,69.627311
17.3,20,69.651599
5.9,20,69.674813
1.5,20,69.700563
5.1,20,69.720547
11.5,20,69.745513
16.9,20,69.776101
8.1,20,69.807078
13.1,20,69.84387
-3.1,20,69.876164
8.3,20,69.906247
5.9,20,69.934927
9.1,20,69.95947
9.1,20,69.988712
1.5,20,70.016629
16.1,20,70.04771
15.7,20,70.0696
15.5,20,70.094351
21.7,20,70.116011
24.9,20,70.143961
2.3,20,70.164674
24.1,20,70.187624
8.7,20,70.249367
-0.7,20,70.279414
9.1,20,70.310536
5.9,20,70.338303
12.1,20,70.374346
4.5,20,70.406824
-10.5,20,70.43549
11.3,20,70.453523
24.5,20,70.47453
18.9,20,70.503828
14.1,20,70.529711
27.5,20,70.553199
4.1,20,70.570454
-7.9,20,70.590747
27.7,20,70.616864
21.7,20,70.641335
16.7,20,70.664953
12.1,20,70.689754
9.7,20,70.712574
18.9,20,70.738593
20.3,20,70.769549
18.7,20,70.810615
19.9,20,70.838723
1.5,20,70.86982
7.7,20,70.897998
20.3,20,70.930949
24.9,20,70.961861
5.7,20,70.982735
20.3,20,71.008029
8.7,20,71.039905
1.5,20,71.060666
33.7,15,71.078551
13.1,20,71.10189
13.1,20,71.127468
15.7,20,71.151166
21.7,20,71.181034
9.1,20,71.211859
-2.7,20,71.239804
0.3,20,71.264464
-2.1,20,71.285632
12.3,20,71.32182
-2.9,20,71.359653
13.3,20,71.407619
-2.3,20,71.441824
26.5,10,71.45399
-1.3,20,71.489916
-1.7,20,71.515508
9.1,20,71.540545
1.7,20,71.563021
12.9,20,71.591872
15.1,20,71.641284
15.3,20,71.673701
11.2,4,71.678703
15.9,20,71.707732
24.0,6,71.713793
16.3,20,71.743757
8.9,20,71.765069
19.7,17,71.78293
23.5,20,71.817029
12.7,20,71.843837
34.5,19,71.879794
1.5,20,71.911621
18.6,8,71.924001
0.7,20,71.948597
18.7,20,71.977011
21.7,20,72.004076
24.5,20,72.035727
15.3,17,72.05073
8.1,20,72.072186
17.1,20,72.096164
28.2,8,72.104585
15.7,20,72.131175
-2.1,20,72.152291
8.5,20,72.176698
5.7,20,72.199718
8.1,20,72.218465
12.9,20,72.239638
17.3,20,72.264376
12.5,20,72.294766
24.3,20,72.316252
6.1,20,72.339758
31.3,20,72.372584
5.7,20,72.404899
-2.7,20,72.432372
12.1,20,72.456961
12.1,20,72.490667
16.7,20,72.512246
23.7,20,72.535213
1.9,20,72.553551
11.7,20,72.582093
12.3,20,72.610243
20.5,20,72.62972
3.5,20,72.649581
16.5,20,72.673705
24.1,20,72.695491
20.9,20,72.723599
17.5,20,72.74463
5.5,20,72.767527
12.1,20,72.791446
4.7,20,72.810481
9.1,20,72.841222
18.9,20,72.877742
16.3,20,72.909794
23.7,20,72.965645
8.5,20,72.99812
10.1,20,73.028454
8.1,20,73.051903
15.9,17,73.072083
3.9,20,73.094167
12.7,20,73.119718
17.3,20,73.144191
23.3,20,73.168242
16.3,13,73.185774
27.5,12,73.204204
8.5,20,73.231375
-12.1,20,73.250619
23.9,20,73.271517
-14.1,20,73.302221
10.9,20,73.32971
13.1,20,73.357855
15.3,20,73.389664
16.7,20,73.438197
8.9,20,73.470026
13.7,20,73.505104
14.5,20,73.536005
12.5,20,73.571052
20.3,20,73.600721
8.9,20,73.628683
12.9,20,73.654291
17.5,5,73.65945
20.3,20,73.694771
-3.5,20,73.72535
24.1,20,73.75692
24.5,20,73.787231
4.7,20,73.823062
-0.5,20,73.854516
16.7,20,73.89969
4.3,20,73.949736
9.5,20,73.991099
11.9,20,74.024668
20.5,20,74.066013
23.9,20,74.099616
1.9,20,74.128812
21.1,20,74.162486
7.5,20,74.19994
8.1,20,74.233636
23.1,20,74.264173
21.3,20,74.294503
18.5,20,74.324833
20.5,20,74.361439
3.1,20,74.395504
16.9,20,74.441708
12.1,20,74.480533
9.1,20,74.529876
3.1,20,74.561965
12.3,20,74.63765
13.1,20,74.667754
7.9,20,74.693569
1.9,20,74.724129
17.3,20,74.751674
4.9,20,74.77833
16.7,20,74.803993
19.3,20,74.832371
15.5,20,74.852441
7.7,20,74.869745
30.9,20,74.904136
1.1,20,74.934143
12.5,20,74.966585
16.1,20,74.993114
20.1,20,75.029561
12.5,20,75.059021
-2.5,20,75.084507
23.7,20,75.101814
4.9,20,75.13113
16.7,20,75.153251
20.7,20,75.177919
17.5,20,75.199383
11.7,20,75.22409
15.7,20,75.249466
23.9,20,75.277302
22.9,20,75.304236
24.9,9,75.313747
11.9,20,75.39616
16.3,20,75.429678
19.1,16,75.452742
-6.9,20,75.490586
29.1,20,75.519712
26.7,20,75.539779
29.1,15,75.573317
18.5,20,75.603591
7.7,20,75.633605
12.7,20,75.658322
5.7,20,75.681491
27.5,20,75.705717
20.3,20,75.729429
29.3,20,75.763489
1.3,20,75.783029
14.1,20,75.805206
16.7,20,75.829895
11.7,20,75.859607
8.3,20,75.885444
20.5,20,75.914685
11.9,20,75.94401
3.9,20,75.97296
10.1,20,76.006113
-6.9,20,76.041464
12.9,20,76.118062
2.1,20,76.146579
41.5,18,76.167776
9.1,20,76.189552
25.7,20,76.22836
-0.9,20,76.251463
20.9,13,76.267974
29.5,13,76.284198
17.3,20,76.304414
19.1,20,76.333569
9.3,20,76.359495
16.1,20,76.391731
9.5,20,76.422363
26.3,19,76.446876
25.1,20,76.478374
8.5,20,76.515065
21.1,20,76.555358
16.7,20,76.587721
4.7,20,76.621349
23.7,17,76.639527
16.5,20,76.664195
-1.5,20,76.6929
23.1,12,76.710942
25.7,20,76.744062
9.9,20,76.772716
10.5,20,76.793197
2.1,20,76.818939
17.7,20,76.845083
24.5,20,76.872698
14.9,20,76.894542
-3.1,20,76.921329
25.3,20,76.959665
3.3,20,76.998212
1.7,20,77.036981
-4.1,20,77.069347
3.9,20,77.108652
25.1,20,77.132509
12.9,20,77.154149
12.1,20,77.176405
27.1,20,77.200952
8.3,20,77.226289
20.9,20,77.255905
33.9,20,77.279636
8.3,20,77.307667
24.3,20,77.329877
23.9,20,77.355752
22.9,20,77.385961
27.7,20,77.409491
13.7,20,77.439409
16.5,20,77.469455
9.5,20,77.504336
17.7,20,77.577478
15.5,20,77.605643
4.3,20,77.620197
20.7,20,77.655048
0.5,20,77.679434
5.5,20,77.699753
-5.9,20,77.727635
8.7,20,77.751204
27.9,20,77.782863
26.5,18,77.805416
22.3,20,77.837655
8.1,20,77.859671
4.7,20,77.879597
17.7,20,77.899588
17.3,20,77.919504
8.1,20,77.941735
7.7,20,77.982092
22.5,20,78.015405
12.7,20,78.050153
3.5,20,78.07982
18.9,20,78.11454
19.7,20,78.142756
23.1,20,78.159727
13.1,20,78.18466
17.7,20,78.215503
13.1,20,78.236407
-2.5,20,78.258633
14.7,20,78.286618
-2.5,20,78.309429
13.3,20,78.341453
20.7,20,78.369397
1.9,20,78.395642
19.7,20,78.423278
25.3,18,78.470037
12.9,20,78.509364
21.1,20,78.547896
3.9,20,78.605258
20.3,20,78.667086
16.1,20,78.699713
11.9,20,78.738728
-0.7,20,78.777678
33.3,15,78.806916
4.9,20,78.839713
16.5,20,78.867254
6.5,20,78.911574
9.5,20,78.943984
4.9,20,78.983067
19.9,20,79.049675
18.1,20,79.130607
16.7,20,79.185955
20.5,20,79.228119
-6.3,20,79.295907
11.1,20,79.339893
16.3,20,79.374189
20.5,20,79.41276
19.9,14,79.441712
24.7,20,79.484119
11.5,20,79.528011
23.5,20,79.56628
6.9,20,79.608287
17.1,20,79.650567
23.3,20,79.684694
8.3,20,79.716332
4.5,20,79.749668
23.9,20,79.785722
7.7,20,79.818517
16.5,20,79.857374
6.7,20,79.889077
21.7,20,79.929309
20.7,20,79.966253
12.7,20,80.028241
18.9,20,80.145272
13.9,20,80.2199
13.5,20,80.268163
12.1,20,80.307913
22.1,20,80.345073
15.7,20,80.377268
2.3,20,80.408893
30.9,12,80.43109
11.5,20,80.462497
21.5,20,80.527286
15.3,20,80.576598
1.1,20,80.614149
12.9,20,80.644204
29.3,11,80.668357
20.9,20,80.707817
17.1,20,80.729653
35.1,19,80.753858
13.1,20,80.786198
6.9,20,80.820575
18.7,20,80.855134
30.1,16,80.877904
28.7,17,80.905391
19.9,20,80.929771
-2.5,20,80.95932
8.9,20,80.985846
3.7,20,81.022151
22.1,20,81.061018
14.7,20,81.106604
8.7,20,81.15587
24.7,20,81.213385
27.9,20,81.25228
15.5,10,81.261507
33.7,18,81.316954
20.9,20,81.348311
42.5,19,81.386812
20.7,20,81.444257
9.3,20,81.47461
25.7,9,81.492295
8.5,20,81.531438
13.1,20,81.57848
17.1,20,81.621054
12.9,20,81.661053
41.5,18,81.694187
8.3,20,81.732226
24.7,20,81.766203
23.1,20,81.795372
35.7,19,81.825727
5.7,20,81.855738
25.1,20,81.88236
41.1,18,81.909879
1.5,20,81.935752
17.7,20,81.964331
18.7,20,81.988038
29.1,20,82.017444
8.7,20,82.053831
13.9,20,82.091364
8.7,20,82.134902
-3.1,20,82.173649
-3.7,20,82.215384
24.3,19,82.256501
24.9,20,82.272578
27.9,20,82.315561
28.3,20,82.349103
23.1,20,82.382154
28.3,20,82.408007
22.7,20,82.434143
17.5,20,82.460706
17.7,20,82.490631
9.7,20,82.517631
20.5,20,82.548009
27.0,8,82.560531
7.7,20,82.59454
9.9,20,82.630296
8.1,20,82.671468
22.9,20,82.70099
21.1,20,82.734401
19.3,20,82.765034
9.3,20,82.793592
23.7,20,82.822906
27.1,20,82.851043
17.5,9,82.865256
18.5,20,82.899622
13.1,20,82.925997
26.1,12,82.942535
10.1,20,82.992422
16.9,20,83.020811
13.7,20,83.061153
-2.3,20,83.103602
29.9,18,83.137255
20.9,20,83.180678
23.7,20,83.218221
2.3,20,83.244317
8.3,20,83.272402
29.1,15,83.300472
8.5,20,83.325026
35.5,20,83.360739
7.3,20,83.385662
32.1,20,83.417264
19.7,20,83.44621
8.7,20,83.475022
28.5,20,83.509265
16.9,20,83.532222
24.1,20,83.558371
12.1,20,83.587086
12.7,20,83.617131
0.7,20,83.657369
16.3,20,83.692943
17.7,20,83.722393
15.7,20,83.744606
17.1,20,83.775842
28.7,20,83.800234
15.7,20,83.828105
13.5,20,83.853291
21.3,20,83.887069
21.7,20,83.913856
16.3,20,83.942137
12.3,20,83.970402
8.9,20,83.992378
12.5,20,84.019982
23.9,20,84.043538
34.1,18,84.062566
12.5,20,84.095643
4.5,20,84.118483
11.5,20,84.144228
23.5,20,84.169342
16.9,20,84.200239
18.3,20,84.233043
17.1,20,84.266415
18.7,20,84.324307
-0.7,20,84.360541
19.7,20,84.443568
27.9,20,84.520957
12.5,20,84.576361
23.3,20,84.62448
-1.9,20,84.649514
24.7,20,84.700623
8.1,20,84.722775
18.1,20,84.766361
4.7,20,84.797076
14.1,20,84.824782
23.5,20,84.852273
23.3,20,84.878929
20.7,20,84.911312
24.1,20,84.943653
4.9,20,84.975672
20.5,20,85.016068
21.5,20,85.048636
8.3,20,85.077204
11.1,20,85.106227
14.5,20,85.13038
14.9,20,85.152245
15.5,20,85.172465
-2.7,20,85.192652
27.7,20,85.222292
28.5,20,85.246804
23.1,20,85.266239
12.7,20,85.287025
1.9,20,85.312519
30.9,20,85.334408
17.1,20,85.355429
13.1,20,85.37248
26.3,20,85.403692
28.7,20,85.427454
21.1,20,85.449221
23.7,20,85.47613
22.3,20,85.505721
5.7,20,85.529298
24.1,20,85.553725
32.1,17,85.572334
14.5,20,85.592681
24.7,20,85.617399
23.7,20,85.637778
22.1,20,85.658891
4.1,20,85.682206
24.7,20,85.706453
21.3,20,85.729553
12.9,20,85.755547
16.9,20,85.782139
20.9,20,85.803194
27.9,20,85.822197
13.5,20,85.835718
5.3,20,85.919021
20.3,20,85.952133
15.7,20,85.987182
16.3,20,86.018566
1.7,20,86.064504
27.9,20,86.103504
27.3,14,86.124543
30.9,20,86.142443
22.1,20,86.177544
15.5,20,86.20618
22.9,20,86.236182
23.9,20,86.262424
20.3,20,86.29816
26.3,20,86.324672
13.7,20,86.342296
13.7,20,86.371563
14.3,20,86.398803
18.7,20,86.424364
32.5,16,86.444603
17.5,20,86.472594
21.9,20,86.508019
-2.1,20,86.538576
34.9,17,86.562398
13.1,20,86.592151
-2.5,20,86.618622
20.3,20,86.637691
3.7,20,86.663715
19.5,20,86.685653
27.1,14,86.704488
18.9,20,86.72234
20.1,20,86.750004
15.7,20,86.776256
9.3,20,86.801012
8.3,20,86.823345
20.7,20,86.84751
20.3,20,86.877212
17.1,20,86.904345
20.5,20,86.932469
21.3,20,86.954089
4.7,20,86.982452
23.9,20,87.01452
24.9,20,87.048294
12.3,20,87.082628
5.7,20,87.112162
21.5,20,87.137122
0.9,20,87.160575
16.1,20,87.183155
21.7,18,87.200712
8.7,20,87.225277
6.9,20,87.242252
12.5,20,87.275595
4.1,20,87.292191
29.1,15,87.312569
23.5,20,87.350144
13.5,20,87.37924
16.3,20,87.42639
12.5,20,87.461306
20.5,20,87.497984
15.9,20,87.522593
17.1,20,87.572595
27.5,20,87.612218
19.5,20,87.643908
15.5,20,87.670879
4.3,20,87.69689
25.7,9,87.702413
16.3,20,87.722382
37.5,18,87.754602
26.7,20,87.781567
8.9,20,87.811749
25.9,20,87.840248
28.7,20,87.865176
18.1,20,87.887382
20.3,20,87.912153
12.5,20,87.94222
21.9,20,87.96589
4.3,20,87.99249
7.5,20,88.017926
31.5,20,88.054374
11.9,20,88.093532
24.1,20,88.123559
25.1,11,88.14361
3.7,20,88.16722
20.3,20,88.193148
28.1,20,88.222663
25.5,20,88.255464
24.9,20,88.276291
22.9,20,88.297698
28.5,20,88.317253
18.7,20,88.340907
19.7,20,88.367296
21.5,20,88.389699
25.1,20,88.418041
23.9,20,88.447458
15.9,20,88.469225
19.6,6,88.472317
11.9,20,88.50149
22.7,20,88.524426
-4.9,20,88.557599
12.7,20,88.592198
-0.5,20,88.624499
20.7,20,88.655736
20.1,20,88.674408
20.3,20,88.709403
13.3,20,88.72249
28.5,20,88.751139
23.9,20,88.777914
29.3,13,88.790507
12.3,20,88.809134
20.1,20,88.862433
16.9,20,88.887422
16.7,20,88.912393
11.5,20,88.941254
25.5,20,88.974877
9.5,20,89.011533
22.9,20,89.039087
27.3,20,89.069855
6.1,20,89.104486
31.1,20,89.146258
9.7,20,89.182158
20.5,20,89.204418
35.3,20,89.22936
23.3,20,89.26086
4.1,20,89.291674
18.9,20,89.322125
21.9,20,89.347254
37.9,18,89.372445
16.3,20,89.394597
13.9,20,89.412161
25.1,20,89.440189
9.5,20,89.465086
17.5,20,89.492391
21.5,20,89.518273
21.7,13,89.536119
7.3,20,89.562275
21.7,20,89.587365
20.9,20,89.613353
24.5,20,89.638498
21.1,20,89.668636
18.7,20,89.688626
22.9,20,89.70853
22.7,20,89.731527
4.9,20,89.747388
12.9,20,89.764471
24.9,20,89.781427
17.1,20,89.797519
15.7,20,89.819662
19.7,20,89.837334
15.9,20,89.856059
13.1,20,89.878811
16.5,20,89.897523
29.1,20,89.915964
16.1,20,89.932949
12.7,20,89.955262
13.7,20,89.976131
31.3,20,90.001366
15.9,20,90.022324
23.5,20,90.054638
27.9,20,90.083787
20.3,20,90.142143
5.7,20,90.173896
27.5,17,90.192854
24.1,20,90.220086
28.9,20,90.240596
24.9,20,90.260843
19.9,20,90.280464
23.7,20,90.307455
27.1,20,90.327415
13.7,20,90.346032
19.3,20,90.362082
8.7,20,90.395456
28.3,20,90.419502
24.3,20,90.44577
24.1,20,90.475346
21.1,20,90.507105
21.3,20,90.538992
21.1,20,90.57494
15.7,20,90.62413
12.1,20,90.653891
13.1,20,90.689398
23.1,20,90.712311
32.7,20,90.753502
27.7,20,90.775555
15.3,20,90.797122
11.1,20,90.822475
16.9,20,90.85247
12.5,20,90.877169
8.7,20,90.899707
23.1,18,90.922191
13.1,20,90.947518
16.1,20,90.974245
5.1,20,90.997335
4.7,20,91.024292
8.7,20,91.051564
15.9,20,91.088231
24.7,20,91.11494
25.3,20,91.147282
-2.1,20,91.187496
6.1,20,91.220221
13.3,20,91.251777
17.3,20,91.272415
28.9,20,91.302496
9.9,20,91.328192
26.1,20,91.351564
19.9,20,91.372446
20.7,20,91.40458
19.7,20,91.429376
28.5,20,91.456724
17.5,20,91.474363
29.5,11,91.497956
23.9,20,91.542222
24.1,20,91.57616
24.9,17,91.596803
20.5,20,91.628706
20.1,20,91.662284
13.3,20,91.692399
12.1,20,91.718509
0.5,20,91.750899
11.9,20,91.778109
23.5,20,91.800557
14.7,20,91.82253
3.9,20,91.84231
9.5,20,91.869742
25.7,20,91.893542
17.5,20,91.917436
33.3,13,91.932992
36.7,17,91.951354
12.9,20,91.974545
7.7,20,91.997223
24.5,20,92.022444
16.7,20,92.046541
20.3,20,92.072485
8.3,20,92.095957
31.5,20,92.128593
10.7,20,92.154199
33.7,20,92.182956
23.5,20,92.202224
18.5,20,92.236255
9.3,20,92.264233
29.5,13,92.279941
13.3,20,92.350753
26.3,20,92.384142
21.7,20,92.412266
9.7,20,92.4447
20.1,20,92.472229
23.7,20,92.493155
20.5,20,92.534629
12.3,20,92.570709
16.5,20,92.606223
27.9,20,92.643984
8.1,20,92.675624
16.9,20,92.719617
22.7,20,92.756544
20.3,20,92.798257
19.9,20,92.831109
25.1,20,92.924613
16.3,20,92.948456
19.9,20,92.973922
9.1,20,92.996502
31.7,20,93.023039
13.1,20,93.045352
27.9,20,93.148984
23.7,20,93.182314
16.9,20,93.222522
31.9,20,93.256468
12.9,20,93.295367
23.1,20,93.318397
9.1,20,93.335536
17.5,20,93.362298
24.1,20,93.392134
16.9,20,93.421334
22.1,7,93.426183
21.3,20,93.449699
21.7,20,93.473518
17.7,20,93.500616
22.5,20,93.522537
25.3,20,93.542289
16.5,20,93.572933
13.1,20,93.601263
28.9,20,93.630262
8.9,20,93.658844
25.5,20,93.69227
16.5,20,93.724059
35.5,20,93.75226
13.3,20,93.772479
15.9,20,93.809386
27.1,20,93.832153
19.7,20,93.856313
19.5,20,93.877012
20.9,20,93.902294
27.7,20,93.931209
23.7,20,93.952462
24.5,20,93.980449
32.1,20,94.007238
19.7,20,94.030386
15.9,20,94.05932
36.1,20,94.081356
20.9,20,94.112476
27.1,20,94.144994
21.3,20,94.177771
11.5,20,94.21428
16.1,20,94.262342
24.9,20,94.303268
15.9,20,94.341162
4.7,20,94.374273
26.9,20,94.408395
21.5,20,94.438174
17.5,20,94.46412
13.1,20,94.491243
20.1,20,94.517462
5.1,20,94.54466
1.9,20,94.592407
22.9,20,94.626019
31.5,12,94.644641
9.3,20,94.672766
33.3,18,94.698385
23.3,17,94.720313
39.1,19,94.754541
24.7,20,94.780248
8.3,20,94.810715
25.3,20,94.83391
35.7,20,94.864138
24.3,20,94.89259
9.1,20,94.916057
23.5,20,94.942471
28.9,20,94.968847
15.7,20,94.994679
19.7,20,95.020716
20.7,20,95.042515
27.7,20,95.072308
20.9,20,95.0946
16.5,20,95.11746
16.5,20,95.138391
17.7,20,95.167902
33.1,20,95.202554
29.3,20,95.238754
24.1,20,95.266232
28.3,20,95.301888
21.1,20,95.33024
21.5,20,95.353137
13.1,20,95.374809
0.5,20,95.40302
20.5,20,95.429965
20.3,20,95.457293
23.9,20,95.476599
26.5,14,95.489173
28.7,20,95.512236
20.5,20,95.535264
0.3,20,95.557474
9.9,20,95.586357
24.5,20,95.615125
25.3,20,95.646083
5.5,20,95.664256
27.7,20,95.694832
21.5,20,95.722514
26.7,20,95.758634
9.1,20,95.788754
20.1,20,95.819914
24.9,20,95.858702
20.1,20,95.889096
15.9,20,95.916498
31.9,20,96.002124
20.6,8,96.023175
17.3,20,96.090738
34.5,20,96.127166
17.5,20,96.162442
23.9,20,96.194575
19.3,17,96.223765
8.1,20,96.252222
46.1,20,96.292272
23.3,20,96.321533
21.1,20,96.349859
21.5,20,96.376204
22.5,20,96.40244
20.9,20,96.424379
15.7,20,96.455964
28.3,20,96.478294
20.9,20,96.509919
23.9,20,96.543342
23.1,17,96.562297
28.1,12,96.577339
23.7,20,96.603211
8.5,20,96.626382
21.1,20,96.646782
26.5,20,96.668225
31.9,20,96.692281
15.9,20,96.723613
21.9,20,96.752323
8.9,20,96.785756
16.1,20,96.812943
23.1,20,96.838938
25.3,20,96.868578
27.3,20,96.892267
33.1,20,96.912101
15.7,20,96.938004
23.9,20,96.959424
10.7,20,96.979428
29.3,20,97.007283
25.3,20,97.030246
4.5,20,97.052849
25.5,20,97.075439
5.7,20,97.106959
17.5,20,97.137786
10.5,20,97.158828
4.5,20,97.180364
28.1,20,97.214708
27.9,20,97.254261
17.5,20,97.287649
21.1,20,97.319197
13.5,20,97.354862
34.1,14,97.377508
24.3,20,97.412483
25.7,20,97.442399
13.3,20,97.474585
25.1,20,97.54502
21.7,20,97.613999
24.3,20,97.646433
17.9,20,97.677246
1.9,20,97.700913
19.7,20,97.725248
32.1,20,97.751186
27.1,20,97.788943
19.3,20,97.830738
27.8,8,97.84446
19.3,20,97.872255
20.9,20,97.906339
28.5,20,97.935816
16.9,20,97.963438
24.5,20,97.987533
32.7,13,98.011375
12.7,20,98.040943
37.5,16,98.060498
22.1,16,98.078106
10.1,20,98.104542
18.9,20,98.132759
36.3,20,98.162437
21.3,20,98.187936
31.9,20,98.214602
5.3,20,98.243562
24.9,20,98.27229
29.1,20,98.305412
27.1,20,98.342445
29.5,20,98.377496
22.5,20,98.405995
13.3,20,98.440645
25.5,20,98.467928
21.3,20,98.49443
27.7,20,98.516009
20.1,20,98.536483
24.3,20,98.562464
27.7,20,98.587524
24.3,20,98.611305
32.9,20,98.634985
4.5,20,98.659658
22.9,20,98.686081
21.3,20,98.710366
30.9,20,98.736093
33.5,20,98.766978
32.5,20,98.799165
22.3,20,98.839222
28.5,20,98.879669
1.5,20,98.908557
13.3,20,98.937468
17.7,20,98.952494
5.1,20,98.984283
26.5,20,99.039698
1.9,20,99.068252
28.7,20,99.09591
28.1,20,99.124418
16.7,20,99.152591
24.3,20,99.179739
23.9,20,99.205673
29.7,9,99.277621
35.9,20,99.312212
19.5,20,99.349189
24.3,20,99.378292
28.7,20,99.406494
20.1,20,99.442125
23.5,20,99.466579
29.9,20,99.490389
12.7,20,99.517241
4.9,20,99.542202
12.9,20,99.568694
17.5,20,99.592471
9.7,20,99.620796
20.3,20,99.648201
31.9,20,99.668539
28.3,20,99.685567
24.1,20,99.704667
23.5,20,99.735287
21.1,20,99.762216
17.3,20,99.794462
16.3,20,99.822473
24.9,20,99.856744
21.7,20,99.893553
28.3,20,99.935671
32.5,15,99.964488
23.3,20,99.996321
18.5,20,100.030081
20.7,20,100.063889
27.9,20,100.094324
28.7,20,100.12327
20.5,20,100.155714
17.1,20,100.187412
21.5,20,100.212232
20.5,10,100.225153
16.9,20,100.256793
13.5,20,100.285261
15.3,20,100.32445
29.1,20,100.368083
28.5,20,100.399736
3.5,20,100.430465
12.3,20,100.456779
23.9,20,100.497985
27.3,20,100.527558
19.7,20,100.551455
20.5,20,100.576957
8.7,20,100.728242
20.9,20,100.759722
24.3,20,100.785727
24.3,20,100.812516
17.9,20,100.849035
31.1,20,100.885496
15.5,20,100.922134
17.1,20,100.955619
28.3,20,100.990703
20.7,20,101.017016
32.9,20,101.043497
16.7,20,101.07133
21.7,20,101.106468
8.9,20,101.13126
21.1,20,101.16313
24.9,20,101.195708
20.5,20,101.225081
21.9,20,101.255807
27.9,20,101.287071
11.7,20,101.319544
28.7,20,101.356245
22.5,20,101.385946
26.5,20,101.430614
32.1,20,101.470169
25.3,20,101.507888
32.3,20,101.536079
31.9,20,101.552107
12.5,20,101.584665
15.5,20,101.613208
4.9,20,101.636547
20.7,20,101.663952
20.3,20,101.688986
9.9,20,101.715715
32.3,20,101.746338
20.5,20,101.770374
20.1,20,101.796207
23.9,20,101.827149
23.7,20,101.860692
8.3,20,101.887204
17.5,20,101.912453
18.5,20,101.944868
12.5,20,101.975728
24.1,20,102.003244
20.1,20,102.026892
28.1,20,102.054312
28.5,20,102.087876
9.5,20,102.106438
19.3,20,102.122459
9.3,20,102.147332
24.3,20,102.177643
12.3,20,102.220741
19.9,20,102.252294
20.7,20,102.279779
29.1,20,102.308415
35.5,20,102.333705
32.3,20,102.352322
12.7,20,102.386051
24.7,20,102.418353
22.9,20,102.455513
9.5,20,102.483105
28.1,20,102.514098
27.9,20,102.546216
23.3,20,102.575786
28.3,20,102.602482
21.3,20,102.626895
21.5,5,102.630895
19.7,20,102.656437
29.1,20,102.680784
24.1,20,102.71211
27.9,20,102.744411
23.9,20,102.76887
21.1,20,102.800411
23.1,20,102.829449
13.3,20,102.852456
-6.3,20,102.892556
25.1,20,102.933489
23.5,20,102.985795
28.1,20,103.035905
12.5,20,103.081358
20.3,20,103.11401
22.7,20,103.153445
21.1,20,103.189292
16.1,20,103.222477
24.7,20,103.257084
19.3,20,103.292421
31.7,20,103.327283
28.7,20,103.432404
9.9,20,103.475431
43.3,20,103.544783
27.7,20,103.60447
18.1,20,103.644469
20.9,20,103.688625
29.9,16,103.72616
13.5,20,103.761199
22.1,20,103.804474
21.3,20,103.836928
25.3,20,103.876114
19.7,20,103.924002
20.5,20,103.981829
24.9,20,104.04757
24.9,20,104.103195
37.1,20,104.172835
20.5,20,104.205847
15.5,20,104.238436
27.7,20,104.272053
21.5,20,104.298752
30.3,20,104.332122
15.4,4,104.336915
11.3,20,104.372011
16.3,20,104.405262
16.3,20,104.456198
31.3,20,104.51373
20.5,20,104.579008
24.5,20,104.629299
21.3,7,104.646526
25.3,20,104.687163
24.3,20,104.726139
15.9,20,104.754333
30.5,20,104.782371
28.9,20,104.81919
9.7,20,104.854264
32.1,20,104.887992
21.1,20,104.912161
8.7,20,104.949183
20.1,20,104.986505
24.7,20,105.028559
31.3,20,105.06198
20.7,20,105.101916
26.9,20,105.130787
29.5,20,105.162294
4.7,20,105.196148
15.3,20,105.222106
19.3,20,105.252784
35.5,20,105.29087
28.5,20,105.321934
21.1,20,105.352072
29.3,20,105.389361
17.7,20,105.422083
33.1,20,105.456058
21.3,20,105.49229
35.7,20,105.534595
35.3,20,105.572277
38.7,20,105.612226
15.7,20,105.634689
24.9,20,105.736803
21.1,20,105.774121
31.5,20,105.802944
20.5,20,105.832358
28.1,20,105.862667
21.1,20,105.894101
29.1,20,105.926214
24.3,20,105.94729
27.7,20,106.022193
28.3,20,106.065077
27.5,20,106.098543
31.3,20,106.136749
32.9,20,106.170987
13.9,20,106.194691
17.1,20,106.222271
13.1,20,106.253982
12.5,20,106.284549
27.3,20,106.313451
25.5,20,106.342273
28.5,20,106.377338
18.9,20,106.404068
13.7,20,106.440854
31.1,20,106.468011
24.7,20,106.504007
-5.9,20,106.536317
37.1,20,106.575641
9.9,20,106.608908
27.7,20,106.644106
27.7,20,106.674197
17.7,20,106.701408
23.3,20,106.732222
11.7,20,106.767973
9.1,20,106.792011
31.5,20,106.828454
29.3,20,106.85476
24.2,8,106.862355
