#{"t_start": 1743683177.9754236, "env_id": "None"}
r,l,t
31.7,20,151.525235
36.9,20,151.553449
36.3,20,151.586149
35.1,20,151.621059
34.7,20,151.657358
25.1,20,151.692869
33.7,20,151.733537
31.3,20,151.76903
32.3,20,151.803713
33.5,20,151.829876
36.5,20,151.85792
37.3,20,151.907569
36.9,20,151.952743
35.9,20,151.993078
35.5,20,152.04063
36.5,20,152.081093
30.1,20,152.119986
35.7,20,152.156945
37.9,20,152.205764
31.7,20,152.242145
34.9,20,152.280582
36.9,20,152.31337
35.9,20,152.345364
34.7,20,152.375553
36.9,20,152.41467
37.9,20,152.453032
28.3,20,152.494834
21.5,20,152.55255
36.5,20,152.599985
34.9,20,152.657287
31.7,20,152.978185
36.5,20,153.045972
27.5,20,153.094273
32.9,20,153.155359
36.9,20,153.20747
37.3,20,153.278769
35.1,20,153.327826
37.5,20,153.375084
37.7,20,153.435471
36.7,20,153.484854
36.9,20,153.58919
36.5,20,153.648024
32.5,20,153.715961
32.9,20,153.774398
27.9,20,153.822135
34.9,20,153.868263
38.1,20,153.91572
31.5,20,153.953123
32.9,20,154.016536
37.9,20,154.109384
36.7,20,154.170764
37.7,20,154.226154
31.7,20,154.287769
32.7,20,154.333604
32.7,20,154.383706
36.1,20,154.426726
31.1,20,154.466489
35.9,20,154.503038
28.7,20,154.544968
34.7,20,154.604327
30.5,20,154.642144
37.9,20,154.689501
37.7,20,154.739768
27.5,20,154.787229
31.7,20,154.828468
34.1,20,154.887147
30.9,20,154.947127
35.5,20,155.014153
36.5,20,155.069534
34.3,20,155.125009
35.1,20,155.194226
35.7,20,155.290227
35.7,20,155.331145
35.7,20,155.385311
36.5,20,155.437896
37.5,20,155.474665
36.9,20,155.511932
36.9,20,155.546731
35.3,20,155.586288
35.3,20,155.62306
36.5,20,155.65743
34.1,20,155.698771
31.9,20,155.749872
37.3,20,155.828118
37.1,20,155.917631
35.3,20,155.958489
36.5,20,156.014575
35.1,20,156.085905
31.5,20,156.133532
36.3,20,156.190402
36.9,20,156.316436
33.9,20,156.379555
31.7,20,156.432056
36.9,20,156.47075
36.5,20,156.513949
31.9,20,156.560558
27.7,20,156.607368
36.5,20,156.649504
35.3,20,156.705463
36.5,20,156.754846
38.1,20,156.846578
35.7,20,156.903696
32.9,20,156.957269
32.3,20,156.995993
27.7,20,157.044143
28.9,20,157.088557
33.3,20,157.137907
35.3,20,157.188198
28.7,20,157.248202
38.5,20,157.291014
32.3,20,157.370489
36.7,20,157.421887
31.1,20,157.467353
37.9,20,157.510682
33.3,20,157.561942
35.7,20,157.629079
28.7,20,157.681005
36.1,20,157.731809
37.3,20,157.779516
36.5,20,157.828651
29.1,20,157.87601
38.1,20,157.921103
37.3,20,157.954483
36.3,20,157.987602
34.9,20,158.024561
33.1,20,158.066995
32.1,20,158.110685
32.1,20,158.149747
32.9,20,158.186431
35.3,20,158.224824
32.1,20,158.264094
37.3,20,158.309018
37.9,20,158.344807
31.1,20,158.376734
35.5,20,158.407081
32.7,20,158.430651
37.1,20,158.458871
36.5,20,158.485937
28.9,20,158.52009
37.3,20,158.547486
35.5,20,158.607082
36.5,20,158.635984
33.5,20,158.668723
35.3,20,158.703412
33.7,20,158.738115
36.1,20,158.775034
34.7,20,158.813269
32.7,20,158.855218
32.9,20,158.890211
36.7,20,158.916798
36.7,20,158.947944
34.5,20,158.981479
35.3,20,159.018592
33.3,20,159.050273
35.1,20,159.081077
37.3,20,159.119639
27.7,20,159.14908
34.9,20,159.174347
31.7,20,159.203415
32.3,20,159.233687
35.5,20,159.266955
36.9,20,159.298546
32.7,20,159.341092
35.1,20,159.379324
35.1,20,159.416048
36.5,20,159.445338
34.9,20,159.479965
31.9,20,159.50507
35.3,20,159.532264
38.1,20,159.557692
30.5,20,159.585783
37.3,20,159.611829
35.3,20,159.636372
36.9,20,159.66035
31.9,20,159.690398
36.1,20,159.715961
37.5,20,159.743132
35.9,20,159.779223
38.5,20,159.824144
36.5,20,159.86078
29.3,20,159.896842
38.1,20,159.932476
34.5,20,159.9605
35.1,20,159.984564
37.3,20,160.013908
36.9,20,160.038945
28.3,20,160.069449
27.9,20,160.099605
35.7,20,160.129033
32.5,20,160.152706
35.5,20,160.205726
36.1,20,160.232044
36.9,20,160.264867
32.9,20,160.298468
36.5,20,160.345201
32.9,20,160.383598
32.9,20,160.419814
31.5,20,160.447936
35.7,20,160.476197
32.9,20,160.503028
31.3,20,160.52708
35.3,20,160.554203
34.1,20,160.583787
36.5,20,160.609668
37.7,20,160.636231
33.1,20,160.663006
32.1,20,160.690558
37.5,20,160.730206
35.3,20,160.780405
32.7,20,160.820543
31.3,20,160.867988
36.5,20,160.910642
37.3,20,160.953289
31.7,20,161.007343
36.9,20,161.056486
35.5,20,161.104819
27.9,20,161.148013
35.7,20,161.197422
35.5,20,161.244645
31.3,20,161.293012
29.1,20,161.339149
33.1,20,161.399187
31.3,20,161.448548
34.7,20,161.498369
33.5,20,161.533045
35.1,20,161.567279
32.1,20,161.597371
36.1,20,161.628462
36.1,20,161.659042
32.9,20,161.688355
35.7,20,161.721815
29.1,20,161.746857
36.5,20,161.772334
33.1,20,161.802878
32.5,20,161.838844
36.9,20,161.882314
35.9,20,161.920686
31.7,20,161.959282
31.9,20,161.990367
37.5,20,162.019922
35.3,20,162.085256
36.9,20,162.111789
28.7,20,162.144776
35.1,20,162.179861
27.9,20,162.210434
35.3,20,162.239107
36.9,20,162.273657
32.3,20,162.311042
35.7,20,162.345233
37.5,20,162.383984
37.7,20,162.42913
35.5,20,162.474271
32.3,20,162.509792
36.1,20,162.543339
37.5,20,162.664565
30.9,20,162.720946
37.5,20,162.755855
37.7,20,162.790056
35.3,20,162.833384
36.5,20,162.884557
33.7,20,162.934478
36.5,20,162.981767
36.7,20,163.030479
36.9,20,163.065609
32.7,20,163.095716
31.9,20,163.139172
36.7,20,163.186361
29.1,20,163.215931
35.5,20,163.25402
35.7,20,163.29215
38.1,20,163.336126
33.3,20,163.377586
32.9,20,163.432219
29.1,20,163.477407
36.1,20,163.523588
36.7,20,163.559015
35.9,20,163.597657
34.5,20,163.644231
36.1,20,163.687362
35.5,20,163.727981
35.1,20,163.776147
32.9,20,163.807224
38.1,20,163.851443
31.9,20,163.894866
27.9,20,163.947136
36.7,20,164.020068
35.7,20,164.122035
36.5,20,164.158283
33.9,20,164.197187
36.1,20,164.230848
36.1,20,164.308216
31.7,20,164.345898
36.5,20,164.387853
34.3,20,164.426988
34.3,20,164.480546
31.9,20,164.519414
36.5,20,164.562271
33.9,20,164.59756
36.5,20,164.638235
25.1,20,164.663998
35.3,20,164.702351
31.1,20,164.730315
35.7,20,164.763951
35.7,20,164.796613
36.9,20,164.837225
36.3,20,164.869603
28.5,20,164.924308
36.5,20,164.978637
31.3,20,165.018195
31.1,20,165.059585
36.5,20,165.095207
38.5,20,165.135129
27.7,20,165.169898
35.7,20,165.198454
35.1,20,165.234586
35.3,20,165.263067
33.1,20,165.28977
35.9,20,165.32032
34.9,20,165.363948
33.1,20,165.409201
38.3,20,165.453544
26.9,20,165.495475
36.1,20,165.539996
28.9,20,165.584634
36.7,20,165.617542
33.3,20,165.650126
35.1,20,165.706077
32.3,20,165.753716
32.9,20,165.794956
32.3,20,165.827228
32.5,20,165.86385
31.3,20,165.902909
37.1,20,165.963142
30.5,20,166.021781
35.5,20,166.107067
34.5,20,166.160726
35.7,20,166.211802
36.9,20,166.262034
32.7,20,166.334558
32.7,20,166.38057
29.3,20,166.461035
28.3,20,166.527681
36.9,20,166.575896
35.1,20,166.620356
33.7,20,166.655857
33.1,20,166.689944
37.5,20,166.729506
35.9,20,166.756601
35.9,20,166.782887
35.3,20,166.822628
37.5,20,166.865752
24.3,20,166.900323
36.1,20,166.998214
35.9,20,167.100221
36.7,20,167.219102
36.1,20,167.298003
37.3,20,167.368362
36.3,20,167.411102
31.5,20,167.459831
32.3,20,167.51007
36.7,20,167.55727
37.7,20,167.646199
31.1,20,167.723623
31.7,20,167.775421
38.1,20,167.82091
36.9,20,167.872083
35.1,20,167.914225
35.1,20,167.95311
37.1,20,168.038168
31.3,20,168.156709
31.5,20,168.261816
36.1,20,168.317182
33.1,20,168.368496
34.5,20,168.422145
32.5,20,168.469122
29.5,20,168.520941
33.7,20,168.57749
35.3,20,168.634727
38.5,20,168.693035
37.7,20,168.74213
36.9,20,168.784454
32.9,20,168.827797
35.5,20,168.877725
36.5,20,168.92172
33.1,20,168.963297
21.1,20,169.006962
34.5,20,169.063168
34.9,20,169.120872
36.1,20,169.159558
36.3,20,169.198574
31.3,20,169.279076
33.9,20,169.31911
37.1,20,169.354743
24.5,20,169.386635
31.5,20,169.422997
37.7,20,169.453431
38.5,20,169.497838
36.3,20,169.574247
31.9,20,169.63923
37.3,20,169.684063
32.7,20,169.730471
34.5,20,169.773486
35.3,20,169.810339
33.5,20,169.846086
31.7,20,169.876443
28.5,20,169.911025
36.7,20,169.946445
25.3,20,169.982059
37.1,20,170.017119
35.5,20,170.05751
35.5,20,170.10451
37.1,20,170.140489
36.9,20,170.17846
36.7,20,170.207819
37.1,20,170.237806
37.3,20,170.258659
36.1,20,170.282308
24.3,20,170.303756
35.3,20,170.326895
37.7,20,170.348667
32.7,20,170.373777
33.7,20,170.39818
31.5,20,170.435455
36.9,20,170.459008
36.5,20,170.48447
32.1,20,170.513888
34.5,20,170.550377
32.7,20,170.588626
36.1,20,170.61926
34.1,20,170.652115
38.3,20,170.683752
36.1,20,170.707348
38.5,20,170.730422
35.3,20,170.755269
32.1,20,170.785141
32.5,20,170.81059
37.3,20,170.838541
27.5,20,170.865265
30.3,20,170.893976
37.7,20,170.930721
31.7,20,170.987236
32.1,20,171.018253
38.3,20,171.057821
35.1,20,171.093944
37.5,20,171.129568
32.7,20,171.162111
28.5,20,171.199221
38.1,20,171.23017
38.5,20,171.260392
36.9,20,171.295336
35.7,20,171.340544
37.7,20,171.371829
35.1,20,171.399396
36.3,20,171.423947
33.5,20,171.451863
33.1,20,171.476046
33.3,20,171.5028
36.1,20,171.532752
32.1,20,171.567447
27.7,20,171.60234
32.3,20,171.637837
38.5,20,171.672413
31.1,20,171.708827
35.1,20,171.738811
33.3,20,171.771794
36.5,20,171.807624
35.5,20,171.838582
34.9,20,171.873808
36.9,20,171.898975
34.1,20,171.922583
35.1,20,171.95416
32.7,20,171.983367
37.9,20,172.009393
37.5,20,172.034887
31.9,20,172.06995
31.9,20,172.107025
32.9,20,172.147363
27.9,20,172.183615
35.9,20,172.225481
31.9,20,172.259823
37.3,20,172.290464
36.3,20,172.318309
30.5,20,172.349802
28.9,20,172.380366
31.9,20,172.407299
31.1,20,172.432864
33.1,20,172.460456
36.3,20,172.485022
34.7,20,172.509588
30.1,20,172.537687
34.7,20,172.607199
33.5,20,172.647983
35.5,20,172.685212
34.3,20,172.727844
32.3,20,172.760184
38.5,20,172.78577
36.3,20,172.814158
32.9,20,172.839526
32.5,20,172.870483
37.3,20,172.893784
35.9,20,172.918497
35.1,20,172.944981
35.1,20,172.973529
35.9,20,173.007818
37.5,20,173.032357
28.3,20,173.056618
36.5,20,173.092967
28.9,20,173.125679
36.5,20,173.174062
32.9,20,173.208225
24.3,20,173.245672
32.7,20,173.270561
29.5,20,173.295315
35.1,20,173.322114
35.7,20,173.350346
37.3,20,173.376879
28.7,20,173.4037
29.7,20,173.42721
37.3,20,173.450767
31.5,20,173.473222
27.9,20,173.49907
37.7,20,173.52203
36.7,20,173.548027
35.5,20,173.571776
29.9,20,173.599047
35.1,20,173.627682
35.3,20,173.666682
28.1,20,173.699357
36.7,20,173.735955
31.5,20,173.772852
33.3,20,173.810461
33.7,20,173.845228
33.9,20,173.876296
38.5,20,173.905377
36.9,20,173.935191
33.3,20,173.962291
32.5,20,173.990224
35.7,20,174.025538
28.3,20,174.053699
37.1,20,174.075887
35.1,20,174.140355
28.9,20,174.176828
32.1,20,174.220248
37.7,20,174.253814
27.7,20,174.286101
31.3,20,174.310282
38.5,20,174.337844
36.5,20,174.363432
28.3,20,174.392969
36.7,20,174.419007
34.7,20,174.447148
35.1,20,174.472038
32.7,20,174.494294
32.7,20,174.516206
35.1,20,174.54056
36.5,20,174.570238
31.3,20,174.598769
36.3,20,174.633866
38.3,20,174.670136
35.1,20,174.713172
28.7,20,174.745666
36.5,20,174.781667
29.7,20,174.810297
33.3,20,174.836403
34.5,20,174.860323
37.5,20,174.884099
37.7,20,174.9139
37.7,20,174.93834
37.3,20,174.96252
35.9,20,174.99549
35.9,20,175.026417
33.9,20,175.0503
31.1,20,175.07303
35.7,20,175.094387
35.1,20,175.125282
32.9,20,175.155953
36.5,20,175.188744
32.7,20,175.222952
31.3,20,175.257077
36.1,20,175.287754
29.5,20,175.312147
31.5,20,175.33641
32.3,20,175.364945
36.9,20,175.390085
35.9,20,175.41594
33.5,20,175.439431
32.9,20,175.467335
35.1,20,175.491802
34.5,20,175.513078
36.9,20,175.535244
33.7,20,175.639292
28.1,20,175.705597
37.3,20,175.750509
36.5,20,175.798015
28.1,20,175.846672
28.9,20,175.886401
37.1,13,175.909121
32.1,20,175.939012
36.5,20,175.970382
31.9,20,176.004538
36.1,20,176.031741
34.5,20,176.057178
28.7,20,176.08905
37.7,20,176.116817
32.7,20,176.154512
36.7,20,176.196172
35.3,20,176.248809
32.9,20,176.288849
37.7,20,176.328105
32.1,20,176.360718
35.3,20,176.395444
36.1,20,176.439839
35.3,20,176.473182
29.7,20,176.505197
37.3,20,176.542464
35.9,20,176.577516
30.5,20,176.609431
37.7,20,176.643013
36.3,20,176.691999
35.1,20,176.740661
35.7,20,176.782611
30.9,20,176.818249
30.9,20,176.856759
37.7,20,176.882437
32.9,20,176.907797
38.5,20,176.935512
33.7,20,176.965197
35.9,20,176.992872
36.9,20,177.019249
25.5,20,177.043139
37.5,20,177.075692
37.3,20,177.104436
36.5,20,177.126774
32.3,20,177.151746
37.3,20,177.188099
27.9,20,177.226261
35.7,20,177.26625
35.3,20,177.298578
36.5,20,177.332546
33.7,20,177.357851
37.9,20,177.413081
35.3,20,177.443948
35.7,20,177.478533
32.9,20,177.505403
32.7,20,177.528244
36.5,20,177.556382
38.5,20,177.587386
34.1,20,177.609379
34.9,20,177.632775
36.5,20,177.655449
37.1,20,177.687418
31.5,20,177.717135
36.7,20,177.749397
29.1,20,177.777797
34.1,20,177.814466
31.3,20,177.842276
33.9,20,177.864977
33.9,20,177.886411
36.1,20,177.909494
28.7,20,177.931746
29.5,20,177.952091
33.7,20,177.974901
30.1,20,177.996349
33.9,20,178.019379
36.7,20,178.038636
35.7,20,178.058872
35.7,20,178.080012
35.9,20,178.103805
36.7,20,178.128082
38.5,20,178.149821
32.3,20,178.171782
38.5,20,178.203779
38.5,20,178.233447
37.3,20,178.273942
36.9,20,178.31799
36.5,20,178.352963
36.5,20,178.392735
37.5,20,178.425961
28.7,20,178.468048
37.3,20,178.503217
33.9,20,178.553898
24.3,20,178.587851
29.3,20,178.644907
36.9,20,178.692601
35.5,20,178.755008
36.1,20,178.828502
32.5,20,178.876517
31.7,20,178.927909
36.5,20,178.963864
37.1,20,179.000425
32.3,20,179.070327
36.5,20,179.103128
33.3,20,179.137909
37.9,20,179.161959
31.9,20,179.195314
37.1,20,179.235468
35.3,20,179.273223
33.7,20,179.311972
35.5,20,179.352043
30.3,20,179.389015
36.1,20,179.422007
36.5,20,179.454341
38.5,20,179.495517
33.7,20,179.526093
29.7,20,179.560185
34.7,20,179.5876
32.3,20,179.613134
35.9,20,179.638333
35.9,20,179.666691
35.9,20,179.694312
36.3,20,179.730402
35.1,20,179.772979
34.7,20,179.806561
32.5,20,179.843242
38.5,20,179.880347
36.9,20,179.91905
37.5,20,179.950454
36.9,20,179.980321
29.1,20,180.017498
31.9,20,180.053249
37.5,20,180.079437
37.7,20,180.108804
31.7,20,180.194514
36.5,20,180.228607
36.7,20,180.274193
37.7,20,180.32403
35.1,20,180.384488
33.1,20,180.438163
32.9,20,180.492054
28.9,20,180.53181
33.9,20,180.571948
28.9,20,180.609916
33.1,20,180.647758
38.1,20,180.687377
33.7,20,180.73891
36.1,20,180.792558
31.5,20,180.836819
32.5,20,180.884687
25.1,20,180.928896
36.1,20,180.970018
36.9,20,181.036695
34.1,20,181.065045
30.5,20,181.097007
36.3,20,181.12487
32.9,20,181.14974
31.3,20,181.177752
34.1,20,181.215892
28.7,20,181.243143
36.9,20,181.275503
32.1,20,181.309492
34.5,20,181.359773
37.1,20,181.409137
32.3,20,181.450595
28.7,20,181.487376
33.1,20,181.52626
36.5,20,181.561805
37.7,20,181.595609
30.1,20,181.640075
37.1,20,181.675898
31.7,20,181.784582
35.1,20,181.823329
38.1,20,181.863027
29.3,20,181.90033
33.1,20,181.940452
32.9,20,181.98509
31.7,20,182.020135
38.5,20,182.057639
34.1,20,182.08923
37.9,20,182.118958
34.1,20,182.152257
24.1,20,182.196006
32.1,20,182.231646
34.9,20,182.269982
31.7,20,182.312945
32.3,20,182.354788
35.5,20,182.40847
36.1,20,182.449842
37.5,20,182.490624
38.5,20,182.530982
27.5,20,182.565877
33.3,20,182.59866
36.9,20,182.630417
35.1,20,182.668777
35.7,20,182.707419
35.5,20,182.743866
36.1,20,182.775864
32.3,20,182.820155
35.5,20,182.860703
36.7,20,182.911772
32.5,20,182.960043
32.9,20,183.039201
36.3,20,183.072716
38.5,20,183.109771
36.9,20,183.150233
35.9,20,183.185662
38.3,20,183.220502
37.1,20,183.258977
29.3,20,183.294002
37.3,20,183.338503
37.5,20,183.377964
29.7,20,183.422867
24.3,20,183.460393
36.5,20,183.506147
37.5,20,183.537352
32.3,20,183.565385
31.5,20,183.595335
33.9,20,183.628895
37.3,20,183.663937
32.5,20,183.694879
37.7,20,183.722827
32.1,20,183.753908
33.5,20,183.779875
35.5,20,183.809231
32.3,20,183.840493
37.7,20,183.879877
33.1,20,183.91618
36.5,20,183.953994
37.1,20,183.996873
31.9,20,184.029742
35.7,20,184.060437
35.1,20,184.09781
31.7,20,184.131946
38.5,20,184.221771
34.1,20,184.25279
36.9,20,184.297399
33.5,20,184.331085
24.5,20,184.383059
35.9,20,184.42587
35.3,20,184.465807
37.7,20,184.50506
37.5,20,184.545842
36.9,20,184.581972
32.9,20,184.610852
35.1,20,184.645019
36.5,20,184.678073
29.5,20,184.705829
33.1,20,184.73548
34.3,20,184.76687
33.3,20,184.801026
35.7,20,184.827348
35.3,20,184.890243
33.5,20,184.923923
31.5,20,184.963593
36.1,20,185.001774
32.9,20,185.036367
37.3,20,185.062944
35.1,20,185.09739
37.7,20,185.129335
33.1,20,185.156945
35.9,20,185.191807
38.5,20,185.231771
27.3,20,185.267839
37.5,20,185.302021
36.5,20,185.343359
34.3,20,185.390752
36.1,20,185.434477
36.1,20,185.479726
27.9,20,185.51719
32.7,20,185.556073
29.5,20,185.582907
38.5,20,185.609226
33.9,20,185.634045
34.1,20,185.659965
28.7,20,185.684799
35.7,20,185.713256
27.3,20,185.742522
37.7,20,185.76928
26.3,20,185.79316
33.3,20,185.819484
35.9,20,185.849234
37.9,20,185.885086
32.9,20,185.928643
33.9,20,185.97465
31.7,20,186.019758
32.7,20,186.070087
34.1,20,186.102319
36.9,20,186.135729
37.3,20,186.174771
35.7,20,186.209246
33.3,20,186.245235
37.9,20,186.284654
28.7,20,186.318846
37.7,20,186.371654
27.9,20,186.419964
31.5,20,186.474633
32.9,20,186.542466
36.5,20,186.642884
33.7,20,186.758978
37.7,20,186.799114
37.5,20,186.842925
32.9,20,186.917121
32.1,20,186.961797
29.1,20,186.99773
33.3,20,187.038969
35.9,20,187.078834
36.1,20,187.116205
38.5,20,187.14598
22.7,20,187.171644
32.9,20,187.201905
37.9,20,187.231671
31.7,20,187.257458
32.1,20,187.289988
35.1,20,187.320617
32.1,20,187.351837
36.1,20,187.386616
38.5,20,187.428387
34.5,20,187.467503
28.5,20,187.501827
34.5,20,187.534921
35.1,20,187.578228
35.5,20,187.615975
38.1,20,187.638904
29.5,20,187.666359
31.3,20,187.688149
38.1,20,187.766888
36.7,20,187.817307
32.3,20,187.848988
36.9,20,187.881664
37.3,20,187.915199
34.1,20,187.942043
33.5,20,187.975743
38.1,20,188.009902
31.7,20,188.052362
33.1,20,188.088161
38.1,20,188.127929
33.9,20,188.158289
33.5,20,188.191682
37.7,20,188.227922
31.3,20,188.26176
29.7,20,188.299238
21.7,20,188.326783
37.7,20,188.356942
37.5,20,188.38719
36.5,20,188.417442
36.3,20,188.4475
35.5,20,188.482218
38.1,20,188.517396
35.7,20,188.562913
37.3,20,188.600685
35.9,20,188.636552
35.3,20,188.685259
36.5,20,188.713895
28.1,20,188.74407
35.5,20,188.775664
29.1,20,188.806811
37.1,20,188.836132
38.5,20,188.871801
27.9,20,188.906088
33.3,20,188.932113
33.9,20,188.955127
36.1,20,189.001832
28.9,20,189.038162
36.3,20,189.079092
35.3,20,189.127718
36.7,20,189.171968
33.1,20,189.205998
32.9,20,189.233868
27.9,20,189.267569
36.7,20,189.302084
34.5,20,189.332869
32.3,20,189.357629
31.5,20,189.38683
36.9,20,189.41161
37.7,20,189.437883
32.7,20,189.46183
37.5,20,189.491925
31.1,20,189.540093
35.1,20,189.576859
36.7,20,189.62202
36.9,20,189.658825
37.9,20,189.693665
38.1,20,189.72481
38.5,20,189.751844
36.7,20,189.776812
32.5,20,189.80714
35.5,20,189.834192
34.5,20,189.863836
36.1,20,189.891658
37.3,20,189.929324
36.9,20,189.956892
32.1,20,189.990148
37.9,20,190.021981
32.3,20,190.063645
35.5,20,190.101864
33.1,20,190.142206
33.5,20,190.182024
32.3,20,190.211652
38.1,20,190.243965
36.9,20,190.273914
35.1,20,190.297118
31.7,20,190.348236
35.9,20,190.37392
33.7,20,190.401826
35.1,20,190.421932
34.5,20,190.461706
37.7,20,190.491921
28.9,20,190.524019
34.3,20,190.556806
29.3,20,190.591979
35.3,20,190.627753
28.7,20,190.661887
36.5,20,190.697147
35.5,20,190.73171
37.7,20,190.76668
36.3,20,190.79196
35.1,20,190.823684
36.7,20,190.855361
33.9,20,190.882066
37.1,20,190.903686
29.3,20,190.93399
35.5,20,190.970532
34.3,20,190.993742
33.1,20,191.015884
36.5,20,191.047933
36.1,20,191.086066
35.1,20,191.122038
32.3,20,191.160511
35.7,20,191.20574
32.1,20,191.244055
37.1,20,191.263744
33.7,20,191.293716
33.9,20,191.3236
35.1,20,191.359412
36.1,20,191.403591
37.5,20,191.438106
36.7,20,191.469495
36.3,20,191.502065
29.9,20,191.533412
37.5,20,191.559689
36.9,20,191.608835
36.9,20,191.655709
38.5,20,191.705916
38.1,20,191.764079
36.3,20,191.801588
34.1,20,191.84949
34.5,20,191.891078
37.7,20,191.921858
38.3,20,191.95385
33.5,20,191.993837
31.3,20,192.031744
36.9,20,192.102031
37.7,20,192.141906
38.3,20,192.188417
32.9,20,192.226115
34.7,20,192.269464
27.7,20,192.297055
37.9,20,192.326259
37.7,20,192.356799
28.9,20,192.382578
29.5,20,192.405432
36.5,20,192.433992
34.1,20,192.456628
36.1,20,192.486073
36.3,20,192.517498
37.9,20,192.553127
37.5,20,192.590415
34.7,20,192.622057
35.7,20,192.656707
35.9,20,192.701658
35.5,20,192.735201
31.5,20,192.773862
34.7,20,192.801636
36.3,20,192.829806
34.1,20,192.855655
32.3,20,192.888582
35.7,20,192.921607
36.5,20,192.954787
35.1,20,192.991893
28.5,20,193.021794
36.9,20,193.057201
31.7,20,193.091743
31.7,20,193.124278
33.7,20,193.15743
36.3,20,193.200084
36.9,20,193.242517
37.9,20,193.281838
37.1,20,193.311923
32.1,20,193.335537
38.5,20,193.363653
36.1,20,193.399037
30.1,20,193.431828
36.5,20,193.456014
35.5,20,193.481623
33.1,20,193.508222
33.9,20,193.537487
32.5,20,193.557652
36.3,20,193.588247
34.1,20,193.611747
33.7,20,193.64362
35.1,20,193.67923
36.5,20,193.781914
30.5,20,193.82379
35.5,20,193.86472
32.5,20,193.89695
35.9,20,193.928996
35.1,20,193.959973
35.3,20,193.988708
37.1,20,194.023897
37.9,20,194.06471
35.3,20,194.107388
32.7,20,194.149033
36.3,20,194.191738
33.7,20,194.245561
36.7,20,194.290132
27.5,20,194.338423
32.5,20,194.373072
38.3,20,194.419342
35.1,20,194.452173
31.5,20,194.481809
32.7,20,194.513646
36.3,20,194.550214
35.9,20,194.582215
35.5,20,194.607861
38.5,20,194.635479
35.1,20,194.681276
37.7,20,194.721976
36.9,20,194.771809
31.7,20,194.811813
32.5,20,194.854809
37.1,20,194.88669
27.9,20,194.925986
36.1,20,194.960419
29.5,20,194.991679
28.5,20,195.035974
31.9,20,195.06997
34.1,20,195.104475
33.1,20,195.144957
37.7,20,195.185773
35.1,20,195.230132
38.1,20,195.276317
34.3,20,195.320032
31.1,20,195.358806
35.3,20,195.400793
36.5,20,195.435358
35.7,20,195.468549
31.7,20,195.491711
37.7,20,195.521924
34.3,20,195.552895
38.5,20,195.585963
34.5,20,195.618122
43.1,16,195.641977
36.7,20,195.724838
34.9,20,195.772768
38.5,20,195.824907
32.9,20,195.868624
35.1,20,195.903739
36.9,20,195.948927
28.1,20,195.976143
35.7,20,196.00763
37.3,20,196.047896
33.5,20,196.151984
32.3,20,196.194698
37.7,20,196.247997
35.7,20,196.471683
36.5,20,196.59031
37.1,20,196.641935
35.9,20,196.688614
32.5,20,196.736033
35.1,20,196.787199
37.3,20,196.837826
36.9,20,196.880452
29.7,20,196.927285
32.5,20,196.97039
35.1,20,197.010685
27.9,20,197.044915
35.9,20,197.082067
31.7,20,197.1297
28.7,20,197.160638
31.7,20,197.191778
35.5,20,197.226306
35.3,20,197.272531
33.5,20,197.37575
35.1,20,197.444721
30.1,20,197.487115
37.5,20,197.534001
32.9,20,197.566841
36.7,20,197.598161
35.1,20,197.621938
35.7,20,197.651955
34.5,20,197.687355
37.3,20,197.717577
29.7,20,197.741828
37.5,20,197.777527
24.9,20,197.801828
33.1,20,197.854676
35.3,20,197.896089
32.9,20,197.933702
33.5,20,197.96549
31.7,20,197.989613
36.7,20,198.016279
33.1,20,198.055585
24.9,20,198.114161
35.5,20,198.146735
37.7,20,198.174035
34.1,20,198.209791
32.5,20,198.247543
34.1,20,198.279274
31.7,20,198.31177
25.5,20,198.351928
31.5,20,198.389257
24.5,20,198.421719
38.3,20,198.453799
28.3,20,198.477684
38.5,20,198.511854
36.3,20,198.543791
32.3,20,198.569259
33.9,20,198.596713
36.3,20,198.621998
38.5,20,198.641929
32.7,20,198.663343
38.5,20,198.69365
38.5,20,198.730031
32.7,20,198.756879
36.7,20,198.798788
35.3,20,198.838513
35.7,20,198.880134
36.7,20,198.914798
34.7,20,198.951715
33.3,20,198.991715
36.3,20,199.013352
31.5,20,199.042018
37.5,20,199.071645
35.5,20,199.103652
35.1,20,199.14075
37.9,20,199.169421
35.5,20,199.191692
36.9,20,199.223655
36.9,20,199.261578
35.1,20,199.291729
34.1,20,199.324999
34.5,20,199.363361
37.7,20,199.404008
35.5,20,199.439236
37.5,20,199.464768
35.1,20,199.495851
36.7,20,199.521804
37.9,20,199.548167
29.1,20,199.573625
35.1,20,199.602012
36.5,20,199.632603
37.5,20,199.657876
37.1,20,199.709639
35.9,20,199.745719
27.7,20,199.85777
36.5,20,199.895671
32.7,20,199.941697
37.7,20,199.999114
38.5,20,200.041799
33.7,20,200.086455
33.5,20,200.121647
31.5,20,200.168854
31.9,20,200.220187
35.5,20,200.265855
33.3,20,200.301984
38.1,20,200.358485
33.1,20,200.404336
35.9,20,200.45385
35.5,20,200.493858
34.3,20,200.535988
32.7,20,200.570772
29.5,20,200.598068
35.5,20,200.623869
35.5,20,200.651835
36.5,20,200.687211
35.9,20,200.714397
35.1,20,200.741988
37.7,20,200.771972
36.7,20,200.813347
32.9,20,200.841868
