#{"t_start": 1743683711.9150567, "env_id": "None"}
r,l,t
37.3,20,279.536313
38.3,20,279.55428
38.3,20,279.573903
36.9,20,279.591544
38.3,20,279.608499
38.5,20,279.625557
37.9,20,279.641465
36.5,20,279.652374
38.5,20,279.672369
37.9,20,279.682244
37.1,20,279.7031
37.7,20,279.724238
38.1,20,279.741404
38.5,20,279.752213
36.5,20,279.772272
38.5,20,279.782498
38.5,20,279.802312
38.5,20,279.812993
37.7,20,279.832611
36.5,20,279.850436
38.1,20,279.869148
37.3,20,279.885938
37.1,20,279.902457
36.9,20,279.923306
36.7,20,279.944815
38.1,20,279.965025
37.5,20,279.982267
37.1,20,280.002338
36.7,20,280.767322
36.5,20,280.782251
38.5,20,280.802593
36.9,20,280.824187
37.3,20,280.844755
37.1,20,280.868678
37.1,20,280.892549
38.5,20,280.919854
38.5,20,280.949086
38.5,20,280.962903
36.9,20,281.002403
37.1,20,281.031107
38.3,20,281.055764
37.1,20,281.074545
38.5,20,281.092557
38.5,20,281.10959
36.5,20,281.127385
37.3,20,281.14214
37.7,20,281.154149
38.5,20,281.172581
38.5,20,281.192478
37.9,20,281.202626
38.1,20,281.240647
38.5,20,281.257345
36.7,20,281.272238
37.1,20,281.282615
38.5,20,281.302504
38.5,20,281.322311
36.3,20,281.337318
38.5,20,281.352472
38.5,20,281.367301
37.7,20,281.382643
38.3,20,281.397465
37.3,20,281.413474
38.5,20,281.436343
38.5,20,281.462299
38.3,20,281.492463
38.5,20,281.517192
38.5,20,281.538442
38.1,20,281.562366
38.3,20,281.587252
37.5,20,281.606597
36.3,20,281.626417
37.7,20,281.644108
37.5,20,281.662495
38.5,20,281.678471
37.5,20,281.698183
38.5,20,281.716947
36.5,20,281.733905
37.3,20,281.747648
38.1,20,281.768551
38.5,20,282.634516
38.5,20,282.652467
36.5,20,282.676288
37.1,20,282.692365
37.5,20,282.712513
38.5,20,282.732528
37.7,20,282.752574
38.5,20,282.772265
38.3,20,282.788408
36.5,20,282.806181
38.3,20,282.822187
38.5,20,282.838061
38.5,20,282.856883
38.5,20,282.872188
36.9,20,282.88622
38.5,20,282.902406
36.9,20,282.917562
36.9,20,282.933317
37.1,20,282.952415
36.9,20,282.972404
38.5,20,282.982149
38.5,20,283.035948
37.3,20,283.052677
38.5,20,283.076925
38.5,20,283.092193
38.5,20,283.112473
32.7,20,283.122625
38.1,20,283.143632
38.5,20,283.154497
38.1,20,283.173151
38.5,20,283.192409
37.1,20,283.209494
37.5,20,283.229162
36.7,20,283.246753
38.5,20,283.26236
28.9,20,283.277496
37.7,20,283.292227
37.3,20,283.307288
37.3,20,283.322297
36.9,20,283.332228
37.7,20,283.352553
38.1,20,283.375288
37.3,20,283.392507
36.7,20,283.402193
37.1,20,283.422465
37.1,20,283.434305
38.5,20,283.462661
38.5,20,283.488877
38.5,20,283.510311
37.1,20,283.534902
36.9,20,283.55259
37.1,20,284.30725
38.5,20,284.328565
38.5,20,284.346205
37.3,20,284.364574
38.5,20,284.378227
38.3,20,284.396145
38.5,20,284.412379
32.9,20,284.428886
37.3,20,284.444804
38.5,20,284.466499
34.3,20,284.48973
38.5,20,284.511016
36.9,20,284.532609
37.3,20,284.55259
37.3,20,284.5742
37.9,20,284.592382
37.1,20,284.602555
29.5,20,284.622576
37.9,20,284.638083
38.5,20,284.654633
36.9,20,284.684649
37.3,20,284.704335
37.3,20,284.719851
38.1,20,284.735888
38.5,20,284.745168
38.5,20,284.762608
37.1,20,284.774138
36.9,20,284.790231
38.5,20,284.804195
38.1,20,284.816535
38.1,20,284.83065
38.5,20,284.845156
37.1,20,284.854074
38.5,20,284.872267
38.5,20,284.885713
38.5,20,284.897428
36.9,20,284.912391
36.7,20,284.927276
37.9,20,284.933438
37.3,20,284.952188
37.9,20,284.967211
36.1,20,284.982389
36.9,20,285.002355
36.1,20,285.022806
38.5,20,285.045141
36.9,20,285.062385
37.7,20,285.077452
38.5,20,285.092606
36.5,20,285.112603
38.5,20,285.130051
36.7,20,285.14518
38.5,20,285.158009
38.5,20,285.959812
38.1,20,285.972343
38.5,20,286.002203
33.1,20,286.024463
38.5,20,286.046563
37.9,20,286.072543
38.1,20,286.095085
38.5,20,286.112276
36.9,20,286.146692
38.5,20,286.165598
38.5,20,286.182191
38.5,20,286.19225
37.5,20,286.212556
37.7,20,286.232542
38.5,20,286.246735
37.5,20,286.2644
38.5,20,286.280573
33.1,20,286.292259
38.5,20,286.332572
38.5,20,286.349361
37.7,20,286.36404
32.5,20,286.385676
38.5,20,286.402605
37.1,20,286.422613
38.1,20,286.432477
36.9,20,286.460217
38.5,20,286.476855
38.5,20,286.493509
38.5,20,286.51239
38.5,20,286.529912
38.5,20,286.548482
36.9,20,286.562127
38.5,20,286.592627
38.5,20,286.610375
38.5,20,286.632455
36.9,20,286.652419
37.1,20,286.662624
36.9,20,286.685523
38.5,20,286.701599
38.5,20,286.712571
29.3,20,286.733455
37.5,20,286.748423
38.5,20,286.762569
37.9,20,286.778965
36.5,20,286.792263
38.5,20,286.812505
37.7,20,286.826623
33.3,20,286.842305
37.5,20,286.85425
38.1,20,286.872191
37.1,20,286.886109
37.9,20,287.747112
37.5,20,287.762455
38.5,20,287.782276
38.5,20,287.80804
38.5,20,287.827681
36.9,20,287.846227
37.3,20,287.86218
36.9,20,287.875321
38.5,20,287.897377
38.5,20,287.912556
38.5,20,287.933181
36.9,20,287.949267
37.5,20,287.96515
38.5,20,287.980913
38.5,20,287.996774
37.9,20,288.012326
38.5,20,288.032423
36.7,20,288.078524
38.1,20,288.10432
37.1,20,288.124148
38.5,20,288.142258
36.7,20,288.16219
37.3,20,288.182162
38.5,20,288.192516
36.7,20,288.212485
37.1,20,288.232169
38.5,20,288.24786
38.3,20,288.262392
37.7,20,288.272346
38.5,20,288.292417
37.1,20,288.309234
36.5,20,288.325752
36.9,20,288.332164
38.5,20,288.357555
37.9,20,288.412445
37.1,20,288.429789
38.5,20,288.448243
38.5,20,288.463255
38.5,20,288.48228
38.5,20,288.49945
38.5,20,288.514633
37.7,20,288.532773
38.5,20,288.55144
38.5,20,288.569201
36.9,20,288.587851
38.5,20,288.605816
38.5,20,288.625009
38.5,20,288.644949
38.5,20,288.662452
36.9,20,288.682427
38.5,20,288.692598
37.1,20,289.702268
37.9,20,289.730703
38.5,20,289.753077
37.1,20,289.778073
37.7,20,289.796209
38.3,20,289.822316
37.3,20,289.855805
34.1,20,289.886056
37.1,20,289.902099
38.5,20,289.927668
36.5,20,289.949057
38.5,20,289.962411
38.3,20,289.982373
34.5,20,290.013522
38.5,20,290.032545
38.5,20,290.048966
33.1,20,290.092187
38.5,20,290.122168
37.7,20,290.153182
38.1,20,290.172419
38.5,20,290.198131
38.5,20,290.22248
38.5,20,290.232534
38.5,20,290.252642
36.3,20,290.272595
37.5,20,290.292515
37.9,20,290.302399
38.5,20,290.322345
33.5,20,290.34411
38.5,20,290.35758
38.5,20,290.372278
38.5,20,290.390347
38.5,20,290.407552
38.5,20,290.423395
38.5,20,290.439496
38.5,20,290.455544
38.5,20,290.47218
36.7,20,290.48777
37.3,20,290.504663
38.5,20,290.522511
36.1,20,290.534141
37.3,20,290.552516
38.5,20,290.572282
37.5,20,290.592435
38.5,20,290.604184
38.1,20,290.629114
38.5,20,290.654472
37.1,20,290.676719
36.9,20,290.698185
38.5,20,290.717499
38.5,20,290.734398
37.5,20,291.560733
36.9,20,291.578323
36.7,20,291.599063
37.7,20,291.622166
36.9,20,291.654111
37.7,20,291.682439
37.7,20,291.709938
37.3,20,291.73912
38.5,20,291.762215
38.5,20,291.782197
38.5,20,291.802114
37.1,20,291.812397
37.1,20,291.837173
38.5,20,291.852412
37.1,20,291.870328
36.7,20,291.902104
37.9,20,291.919673
38.5,20,291.938054
37.1,20,291.954518
37.5,20,291.97233
37.1,20,291.987293
37.1,20,292.002352
33.1,20,292.012546
36.9,20,292.034292
38.5,20,292.054486
38.5,20,292.072875
36.9,20,292.08837
37.1,20,292.104217
38.1,20,292.122357
38.1,20,292.138728
37.1,20,292.154043
37.5,20,292.182354
37.1,20,292.202323
38.5,20,292.222275
37.1,20,292.244164
37.3,20,292.261315
38.5,20,292.276151
36.1,20,292.292575
37.3,20,292.302155
37.7,20,292.322127
38.5,20,292.332087
38.5,20,292.352522
37.3,20,292.362511
38.5,20,292.382393
37.3,20,292.393457
36.7,20,292.412551
38.5,20,292.427319
38.5,20,292.442473
37.9,20,292.457785
38.3,20,292.4726
37.3,20,292.48691
36.9,20,293.40247
38.5,20,293.423297
38.5,20,293.444449
36.9,20,293.464123
38.5,20,293.482358
38.5,20,293.492518
38.5,20,293.516266
38.5,20,293.532532
37.1,20,293.548303
38.1,20,293.564391
38.5,20,293.584145
38.5,20,293.601475
38.5,20,293.615217
38.5,20,293.63233
38.1,20,293.675013
32.9,20,293.701331
34.3,20,293.728559
38.5,20,293.749403
36.5,20,293.762567
38.5,20,293.782563
38.3,20,293.802382
38.5,20,293.82258
38.5,20,293.838235
37.5,20,293.854425
35.9,20,293.87056
37.5,20,293.887471
37.7,20,293.902451
38.5,20,293.917373
36.7,20,293.932374
36.9,20,293.944228
38.5,20,293.964217
38.5,20,293.978353
37.9,20,293.996523
37.3,20,294.017231
37.7,20,294.03735
36.9,20,294.05684
38.5,20,294.078239
36.9,20,294.094176
38.5,20,294.116194
38.5,20,294.132476
38.1,20,294.152801
37.9,20,294.174089
36.7,20,294.198606
37.5,20,294.224946
38.5,20,294.2424
38.5,20,294.282213
35.5,20,294.309501
37.7,20,294.322382
38.5,20,294.34262
36.7,20,294.363746
36.7,20,294.379473
38.5,20,294.395581
37.5,20,295.28253
38.5,20,295.308438
37.1,20,295.32654
38.1,20,295.347454
38.5,20,295.363217
38.5,20,295.382504
37.3,20,295.401311
37.7,20,295.422153
37.7,20,295.444303
37.3,20,295.470158
36.5,20,295.486508
38.3,20,295.502101
37.7,20,295.532539
38.1,20,295.552412
38.5,20,295.567513
37.1,20,295.582229
38.5,20,295.602578
38.5,20,295.618694
38.5,20,295.634483
37.3,20,295.647516
38.5,20,295.662191
38.1,20,295.682498
38.5,20,295.703458
37.3,20,295.722087
38.1,20,295.745623
38.1,20,295.762361
38.5,20,295.782228
38.5,20,295.802287
37.7,20,295.81257
37.1,20,295.834416
38.5,20,295.850448
38.5,20,295.862599
37.9,20,295.882455
38.1,20,295.898237
38.5,20,295.912462
38.5,20,295.922527
38.5,20,295.94231
33.3,20,295.955439
37.3,20,295.972588
38.5,20,295.984251
38.1,20,296.002182
37.5,20,296.015962
38.5,20,296.022477
36.9,20,296.042609
38.5,20,296.055133
38.5,20,296.072196
38.5,20,296.087403
37.1,20,296.102163
38.5,20,296.117204
37.5,20,296.128438
38.5,20,296.144391
36.9,20,296.940393
38.5,20,296.962506
38.5,20,296.988887
38.3,20,297.002246
38.5,20,297.022501
37.5,20,297.040929
38.5,20,297.058017
38.5,20,297.076
38.5,20,297.092334
38.5,20,297.107332
38.5,20,297.122065
36.9,20,297.152391
38.5,20,297.162261
37.1,20,297.182558
38.5,20,297.204092
38.5,20,297.222122
38.5,20,297.245568
37.7,20,297.268195
37.7,20,297.289485
36.9,20,297.302385
38.1,20,297.322485
37.5,20,297.342167
33.1,20,297.356567
36.5,20,297.3725
37.7,20,297.382156
38.3,20,297.406904
38.1,20,297.422116
38.5,20,297.43233
38.3,20,297.444465
38.1,20,297.467173
38.5,20,297.480033
38.5,20,297.497313
38.5,20,297.512309
37.1,20,297.524108
38.5,20,297.539761
38.5,20,297.555833
38.3,20,297.567251
37.7,20,297.582434
38.5,20,297.597275
37.3,20,297.612598
36.7,20,297.62756
38.5,20,297.642795
38.5,20,297.656895
36.9,20,297.667545
38.5,20,297.683405
36.9,20,297.697384
38.1,20,297.71261
36.9,20,297.736792
38.5,20,297.754808
38.5,20,297.776173
38.5,20,297.792402
38.5,20,298.564535
37.1,20,298.574584
34.1,20,298.599268
38.5,20,298.612348
38.1,20,298.633921
38.5,20,298.656284
38.5,20,298.672284
37.5,20,298.705847
38.5,20,298.7351
37.5,20,298.759295
38.3,20,298.812225
38.5,20,298.839006
37.7,20,298.866924
36.9,20,298.882458
36.7,20,298.909521
37.5,20,298.927211
38.3,20,298.944406
37.7,20,298.962366
38.5,20,298.978205
38.1,20,298.995088
36.7,20,299.012135
38.5,20,299.028775
38.5,20,299.044669
38.5,20,299.058549
33.3,20,299.07246
37.1,20,299.088276
37.3,20,299.106518
37.5,20,299.122226
38.5,20,299.136273
38.5,20,299.152178
38.5,20,299.167497
38.5,20,299.182298
38.5,20,299.19236
38.5,20,299.202337
37.7,20,299.226512
38.5,20,299.240566
38.5,20,299.260313
37.5,20,299.279199
37.9,20,299.302545
37.3,20,299.327688
36.7,20,299.346557
38.5,20,299.362254
38.5,20,299.38639
36.9,20,299.392375
37.5,20,299.412451
37.7,20,299.432381
36.9,20,299.442142
38.5,20,299.462537
38.5,20,299.477499
37.5,20,299.492479
38.5,20,299.507174
38.5,20,300.327998
37.7,20,300.35231
37.7,20,300.37793
37.5,20,300.402171
37.7,20,300.422555
38.5,20,300.442432
38.3,20,300.461129
37.9,20,300.478497
38.5,20,300.494093
38.5,20,300.532413
38.1,20,300.54854
38.5,20,300.564311
37.5,20,300.582139
37.3,20,300.595919
37.1,20,300.612109
38.5,20,300.632137
38.5,20,300.644652
36.9,20,300.662184
36.7,20,300.675372
38.1,20,300.697022
37.3,20,300.712241
38.5,20,300.727577
38.5,20,300.742463
38.5,20,300.759439
37.7,20,300.774143
37.3,20,300.792363
37.5,20,300.812469
37.3,20,300.822551
38.5,20,300.852482
36.9,20,300.872921
38.5,20,300.899817
37.7,20,300.923586
38.1,20,300.94288
38.5,20,300.952072
37.7,20,300.972108
37.5,20,300.982555
38.5,20,301.00225
38.5,20,301.022163
38.5,20,301.032501
38.5,20,301.052526
38.5,20,301.062714
37.7,20,301.082419
38.5,20,301.097154
38.5,20,301.112347
38.5,20,301.123172
38.5,20,301.142515
37.7,20,301.154175
36.7,20,301.172112
38.5,20,301.185965
38.5,20,301.200512
38.5,20,301.214093
38.5,20,302.062651
37.9,20,302.076146
37.7,20,302.096473
38.5,20,302.117166
37.9,20,302.138174
36.5,20,302.155623
37.5,20,302.174352
38.5,20,302.194437
38.3,20,302.25448
38.5,20,302.272216
38.5,20,302.282093
38.5,20,302.302811
38.1,20,302.322217
38.5,20,302.349201
38.5,20,302.372273
37.9,20,302.392312
37.5,20,302.407441
38.1,20,302.432264
38.5,20,302.442162
37.3,20,302.463613
37.7,20,302.477242
37.7,20,302.492539
37.9,20,302.51242
38.5,20,302.522278
38.5,20,302.542516
38.5,20,302.554374
38.5,20,302.572185
38.5,20,302.590157
38.5,20,302.606121
38.3,20,302.621846
37.3,20,302.633455
38.5,20,302.652238
37.5,20,302.664408
37.1,20,302.680093
37.7,20,302.696241
38.5,20,302.7129
37.3,20,302.727523
38.5,20,302.74236
38.3,20,302.757075
36.3,20,302.770742
38.5,20,302.784419
37.7,20,302.800275
38.5,20,302.82257
38.5,20,302.842185
37.9,20,302.864995
38.3,20,302.885112
38.3,20,302.908316
38.5,20,302.929434
38.5,20,302.952238
37.7,20,302.965178
38.5,20,302.98801
38.5,20,303.00372
38.5,20,303.932968
37.5,20,303.956196
38.1,20,303.982213
38.5,20,303.999086
38.5,20,304.017157
37.9,20,304.034296
38.5,20,304.086691
38.3,20,304.102515
38.5,20,304.123122
36.9,20,304.142103
37.7,20,304.154115
37.1,20,304.172227
38.5,20,304.18633
38.5,20,304.202138
38.5,20,304.2224
38.1,20,304.233986
37.1,20,304.254536
37.7,20,304.267056
38.3,20,304.28254
37.1,20,304.297251
37.1,20,304.315192
37.1,20,304.334263
36.9,20,304.358266
38.5,20,304.379437
38.3,20,304.407528
37.3,20,304.432334
37.3,20,304.452483
38.5,20,304.478506
36.9,20,304.497221
37.5,20,304.512258
36.9,20,304.532562
33.5,20,304.548484
38.5,20,304.562407
38.1,20,304.574075
37.1,20,304.592182
38.3,20,304.605983
36.9,20,304.622264
37.1,20,304.642167
38.5,20,304.656578
38.5,20,304.672401
38.5,20,304.685574
38.5,20,304.701254
38.5,20,304.71247
38.5,20,304.732534
38.3,20,304.746937
38.5,20,304.759519
37.3,20,304.775678
38.5,20,304.787353
37.5,20,304.802558
38.5,20,304.817063
37.7,20,304.832509
38.5,20,305.737407
34.5,20,305.755907
33.9,20,305.772406
38.5,20,305.78714
37.5,20,305.802187
38.5,20,305.842485
38.5,20,305.869109
38.5,20,305.894654
38.5,20,305.919883
38.5,20,305.944424
37.7,20,305.964103
37.1,20,305.985886
38.5,20,306.012267
37.7,20,306.042061
36.9,20,306.06565
37.1,20,306.086587
37.5,20,306.108016
37.5,20,306.123957
38.5,20,306.142986
38.5,20,306.162239
36.9,20,306.187438
37.3,20,306.203901
38.3,20,306.222566
36.9,20,306.242462
38.5,20,306.262312
37.1,20,306.272522
33.3,20,306.297966
38.5,20,306.313976
38.5,20,306.332365
38.5,20,306.345609
38.3,20,306.369974
37.7,20,306.382188
36.7,20,306.412318
37.5,20,306.43233
37.3,20,306.456403
38.1,20,306.474974
38.1,20,306.492469
38.5,20,306.518097
38.5,20,306.535964
36.3,20,306.552061
33.3,20,306.568034
38.5,20,306.58408
38.1,20,306.600067
38.5,20,306.615782
38.5,20,306.632451
38.5,20,306.647262
37.3,20,306.663435
38.5,20,306.679288
37.5,20,306.695084
36.9,20,306.712727
38.5,20,306.728257
32.1,20,307.652105
36.7,20,307.668553
37.9,20,307.687653
37.7,20,307.709445
38.5,20,307.748151
37.7,20,307.770161
37.9,20,307.792122
37.7,20,307.812462
37.7,20,307.830739
38.5,20,307.84747
37.7,20,307.862434
38.5,20,307.880056
36.9,20,307.895288
38.5,20,307.912122
38.1,20,307.934048
37.7,20,307.952424
37.7,20,307.974096
38.5,20,307.994331
38.5,20,308.016533
37.9,20,308.032488
36.7,20,308.052506
36.9,20,308.068383
38.5,20,308.084575
37.7,20,308.100252
38.5,20,308.114134
38.5,20,308.127898
38.5,20,308.142349
38.5,20,308.157977
38.5,20,308.17264
38.5,20,308.186281
37.9,20,308.197462
38.5,20,308.212191
38.5,20,308.222328
38.5,20,308.242518
37.1,20,308.252189
37.5,20,308.272621
36.7,20,308.282923
38.5,20,308.298062
38.5,20,308.313922
38.5,20,308.322117
38.5,20,308.342241
38.5,20,308.352356
38.5,20,308.372439
37.3,20,308.382255
36.9,20,308.393393
38.5,20,308.414697
37.3,20,308.432215
38.5,20,308.445546
38.5,20,308.462188
37.5,20,308.48813
32.5,20,308.503886
38.5,20,309.222191
38.5,20,309.240438
37.3,20,309.262278
36.7,20,309.292141
38.3,20,309.311213
38.5,20,309.332164
36.3,20,309.352153
36.5,20,309.378653
34.3,20,309.402482
38.5,20,309.422512
38.5,20,309.445358
38.5,20,309.464928
38.5,20,309.482369
37.1,20,309.515043
36.7,20,309.534809
36.9,20,309.553904
38.1,20,309.573966
38.5,20,309.592507
38.5,20,309.610124
38.5,20,309.622191
38.5,20,309.642085
38.5,20,309.654096
38.5,20,309.672177
38.3,20,309.685856
38.5,20,309.705024
38.5,20,309.723041
38.5,20,309.739227
38.1,20,309.754826
38.5,20,309.767351
33.5,20,309.784534
37.1,20,309.804415
36.5,20,309.822328
37.1,20,309.837447
37.5,20,309.85346
38.5,20,309.869233
38.5,20,309.885341
38.5,20,309.897569
38.5,20,309.912253
38.5,20,309.92709
37.3,20,309.942087
37.3,20,309.962498
37.1,20,309.982352
38.5,20,310.002062
38.5,20,310.022184
37.9,20,310.042249
37.1,20,310.060383
38.5,20,310.076334
38.5,20,310.092174
38.5,20,310.112376
37.3,20,310.124109
38.5,20,310.142081
36.7,20,310.914443
38.5,20,310.933878
37.1,20,310.97862
38.5,20,311.006437
37.5,20,311.038568
37.3,20,311.056227
38.1,20,311.082383
37.1,20,311.111611
38.5,20,311.125101
38.5,20,311.142099
38.5,20,311.162373
38.5,20,311.172471
38.5,20,311.192305
38.5,20,311.204609
37.9,20,311.223038
37.1,20,311.24208
38.5,20,311.25247
37.3,20,311.272342
38.1,20,311.284205
38.5,20,311.302527
37.5,20,311.316072
34.5,20,311.335116
37.9,20,311.347939
36.9,20,311.364702
38.1,20,311.380122
38.3,20,311.39212
38.5,20,311.402189
37.9,20,311.422118
37.7,20,311.432104
38.5,20,311.45411
36.5,20,311.472498
38.5,20,311.492269
38.5,20,311.509152
38.5,20,311.53219
37.3,20,311.552107
36.9,20,311.570419
38.5,20,311.592114
37.7,20,311.602211
38.5,20,311.622056
38.5,20,311.634123
38.3,20,311.652381
38.1,20,311.668385
37.9,20,311.682478
37.3,20,311.692113
36.9,20,311.712348
37.9,20,311.730631
37.3,20,311.745654
36.9,20,311.759248
38.5,20,311.776025
37.5,20,311.790174
36.7,20,311.8021
38.5,20,311.817465
38.1,20,312.729836
38.1,20,312.749919
33.3,20,312.772316
38.5,20,312.792068
38.5,20,312.809092
37.7,20,312.826444
37.7,20,312.84452
37.9,20,312.862069
38.5,20,312.877173
38.5,20,312.894312
38.1,20,312.912418
38.5,20,312.928536
38.5,20,312.944258
38.5,20,312.962087
37.5,20,312.972262
38.5,20,312.994046
38.5,20,313.012057
37.7,20,313.02938
38.5,20,313.045127
38.5,20,313.072127
37.1,20,313.092437
38.5,20,313.111406
38.5,20,313.132344
37.7,20,313.142324
37.5,20,313.162496
38.5,20,313.182199
37.7,20,313.192274
37.7,20,313.212252
36.7,20,313.227518
37.3,20,313.242279
37.9,20,313.259359
38.5,20,313.274571
37.7,20,313.287333
37.3,20,313.30419
38.5,20,313.317237
37.7,20,313.333354
38.5,20,313.349179
37.7,20,313.364874
33.9,20,313.374579
38.3,20,313.392541
38.5,20,313.407228
38.5,20,313.422258
37.5,20,313.437192
37.1,20,313.443264
38.3,20,313.462243
38.5,20,313.47513
37.5,20,313.492294
37.7,20,313.508924
38.5,20,313.523337
37.3,20,313.542074
37.7,20,313.682103
36.9,20,314.542118
37.1,20,314.562145
36.9,20,314.592057
38.5,20,314.620434
38.3,20,314.642362
38.5,20,314.668613
37.3,20,314.698164
37.1,20,314.717071
38.5,20,314.736883
38.5,20,314.753901
37.7,20,314.767288
38.5,20,314.787454
38.3,20,314.80222
37.5,20,314.817465
38.3,20,314.837116
38.5,20,314.854059
38.5,20,314.869988
34.1,20,314.885778
38.5,20,314.902371
37.5,20,314.917122
38.5,20,314.934622
37.3,20,314.951368
38.5,20,314.963867
38.5,20,314.982233
38.5,20,314.995772
36.9,20,315.012043
37.5,20,315.027172
38.5,20,315.042389
38.3,20,315.057157
36.5,20,315.074265
38.5,20,315.092441
37.3,20,315.105658
38.5,20,315.132402
38.3,20,315.15058
37.7,20,315.166337
38.5,20,315.184128
38.1,20,315.202309
38.5,20,315.216042
38.5,20,315.234128
38.5,20,315.248724
38.3,20,315.26573
38.5,20,315.280514
38.5,20,315.295943
38.5,20,315.312249
38.5,20,315.328404
38.5,20,315.34205
37.5,20,315.357217
37.7,20,315.367108
37.7,20,315.382329
37.1,20,315.417277
37.3,20,315.432386
38.1,20,316.315351
33.7,20,316.334043
37.3,20,316.349853
38.5,20,316.366436
38.5,20,316.382051
38.5,20,316.397125
37.9,20,316.417319
37.5,20,316.437413
38.5,20,316.458006
38.3,20,316.479906
38.5,20,316.503583
36.5,20,316.516942
37.3,20,316.534762
37.3,20,316.552225
37.5,20,316.564878
36.3,20,316.58214
38.5,20,316.602076
38.5,20,316.612089
38.5,20,316.644043
37.9,20,316.667569
37.7,20,316.682224
37.3,20,316.710626
36.9,20,316.731192
32.5,20,316.744924
37.3,20,316.762024
37.9,20,316.782101
37.9,20,316.792249
38.1,20,316.812465
38.1,20,316.822067
37.7,20,316.842238
37.5,20,316.862169
36.5,20,316.873667
38.5,20,316.892091
38.5,20,316.907437
37.7,20,316.922166
33.9,20,316.935924
38.5,20,316.952194
38.1,20,316.964102
38.5,20,316.982286
38.1,20,316.993848
38.5,20,317.012413
38.3,20,317.027014
38.5,20,317.042117
38.5,20,317.052355
38.3,20,317.067101
38.5,20,317.082471
32.9,20,317.097173
37.1,20,317.112293
37.1,20,317.152261
38.5,20,317.178945
38.5,20,317.199797
37.7,20,318.022459
38.1,20,318.042027
38.5,20,318.060089
37.9,20,318.076757
34.1,20,318.0941
37.1,20,318.112172
38.5,20,318.132255
38.5,20,318.153157
38.5,20,318.182325
38.5,20,318.208224
37.3,20,318.231261
38.5,20,318.252232
38.5,20,318.275037
38.5,20,318.292313
38.5,20,318.30941
38.5,20,318.325495
32.5,20,318.340055
38.5,20,318.352151
36.9,20,318.372066
38.5,20,318.387336
38.5,20,318.402321
38.5,20,318.412121
38.5,20,318.432103
37.9,20,318.442123
36.5,20,318.464169
38.1,20,318.475432
38.5,20,318.492258
38.5,20,318.507163
38.3,20,318.522495
37.7,20,318.537493
38.5,20,318.552493
38.5,20,318.569695
38.5,20,318.582407
38.5,20,318.597133
38.3,20,318.612288
38.3,20,318.627155
38.5,20,318.643227
37.7,20,318.669989
38.5,20,318.694079
37.1,20,318.720196
37.7,20,318.73979
36.9,20,318.759679
37.1,20,318.776313
36.9,20,318.792173
38.5,20,318.808557
38.3,20,318.824407
38.5,20,318.832322
37.5,20,318.874239
38.5,20,318.890869
38.5,20,318.907537
38.1,20,318.926267
37.5,20,319.725029
37.7,20,319.749535
38.5,20,319.772473
38.5,20,319.796797
38.1,20,319.814243
38.5,20,319.832064
32.9,20,319.853358
38.5,20,319.872128
38.5,20,319.884511
38.5,20,319.906018
38.5,20,319.922213
38.5,20,319.93901
38.5,20,319.95263
38.5,20,319.968532
38.5,20,319.9863
38.5,20,320.002994
38.5,20,320.015985
36.9,20,320.034308
37.9,20,320.048099
37.7,20,320.065967
38.5,20,320.080042
38.5,20,320.095859
38.5,20,320.110441
38.5,20,320.122299
38.3,20,320.137421
37.7,20,320.152321
37.1,20,320.172261
37.3,20,320.182462
38.5,20,320.206469
38.5,20,320.227187
37.5,20,320.246315
37.5,20,320.262253
38.1,20,320.282172
33.7,20,320.302028
38.1,20,320.317927
37.7,20,320.333995
38.5,20,320.350046
38.5,20,320.362328
36.9,20,320.378889
38.5,20,320.394037
37.7,20,320.408361
38.5,20,320.424503
36.3,20,320.439092
38.3,20,320.452218
36.5,20,320.467426
38.5,20,320.482163
38.5,20,320.512443
38.5,20,320.52648
38.5,20,320.54236
37.7,20,320.562046
38.1,20,320.577056
38.5,20,320.589864
38.5,20,321.47975
38.1,20,321.497639
37.3,20,321.517887
38.1,20,321.53391
38.3,20,321.551444
38.5,20,321.568395
37.5,20,321.586357
38.5,20,321.603926
38.5,20,321.619295
36.5,20,321.635094
37.5,20,321.656682
37.7,20,321.672124
37.3,20,321.687393
37.7,20,321.712336
37.9,20,321.735619
38.3,20,321.755009
38.5,20,321.780118
37.5,20,321.799593
38.5,20,321.81944
37.7,20,321.842262
38.3,20,321.854062
37.7,20,321.872673
38.3,20,321.892083
38.5,20,321.908213
38.1,20,321.924034
37.7,20,321.939812
38.5,20,321.954096
37.1,20,321.969189
38.5,20,321.983771
38.5,20,321.997295
38.5,20,322.013082
37.1,20,322.029177
38.5,20,322.044995
38.5,20,322.057164
36.7,20,322.072218
37.3,20,322.08712
37.9,20,322.104259
37.7,20,322.118086
38.5,20,322.132345
38.5,20,322.146493
36.7,20,322.162322
38.5,20,322.176467
38.5,20,322.189844
37.1,20,322.205104
38.1,20,322.240475
37.7,20,322.262106
36.9,20,322.287308
38.5,20,322.30233
37.5,20,322.322359
37.7,20,322.342058
38.5,20,322.352345
37.3,20,323.137327
38.5,20,323.153249
38.5,20,323.172152
38.5,20,323.192382
37.7,20,323.212302
37.1,20,323.230086
38.5,20,323.254202
37.7,20,323.282089
38.5,20,323.302025
37.7,20,323.328056
37.7,20,323.344081
38.5,20,323.368368
