#{"t_start": 1743683711.9150567, "env_id": "None"}
r,l,t
37.1,20,96.9176
36.9,20,96.932839
36.7,20,96.948144
36.9,20,96.964675
36.9,20,96.979861
36.3,20,96.993252
36.5,20,97.014575
36.3,20,97.032275
35.9,20,97.048258
36.1,20,97.066274
33.3,20,97.080671
36.7,20,97.092828
36.9,20,97.113117
37.1,20,97.134623
36.5,20,97.156731
36.7,20,97.20599
36.5,20,97.223234
36.7,20,97.243916
32.1,20,97.260939
36.9,20,97.273163
36.9,20,97.293074
36.5,20,97.309972
36.9,20,97.324637
36.3,20,97.336029
33.1,20,97.355535
36.5,20,97.371686
36.7,20,97.387209
36.1,20,98.203142
36.7,20,98.226121
36.3,20,98.245307
36.5,20,98.270564
36.9,20,98.291374
36.5,20,98.303076
37.1,20,98.335183
36.5,20,98.351772
37.7,20,98.369528
36.5,20,98.387024
37.1,20,98.402867
36.3,20,98.418928
36.5,20,98.435668
37.5,20,98.447899
37.3,20,98.463192
36.3,20,98.481517
37.1,20,98.497384
36.9,20,98.512892
37.1,20,98.5282
36.1,20,98.543218
37.1,20,98.553204
36.3,20,98.574149
37.1,20,98.588426
36.5,20,98.603074
36.1,20,98.619567
36.7,20,98.641142
36.9,20,98.65864
37.1,20,98.675173
36.7,20,98.692882
37.1,20,98.717447
37.3,20,98.736667
36.9,20,98.758508
36.7,20,98.773988
36.5,20,98.785747
36.9,20,98.805423
36.7,20,98.821004
36.7,20,98.837047
36.5,20,98.853387
36.1,20,98.885311
32.9,20,98.892999
36.9,20,98.918552
36.9,20,98.933182
36.7,20,98.949202
32.5,20,98.963099
36.9,20,98.974298
36.9,20,98.993018
36.7,20,99.007015
35.9,20,99.019609
36.7,20,99.037299
32.5,20,99.051485
37.3,20,99.065584
36.5,20,99.977512
32.5,20,99.994998
37.1,20,100.008001
32.7,20,100.030588
37.1,20,100.048015
37.5,20,100.07188
36.5,20,100.089072
37.3,20,100.106293
36.9,20,100.124369
37.1,20,100.140627
36.7,20,100.161307
33.1,20,100.183258
36.7,20,100.204356
36.5,20,100.226303
37.5,20,100.244915
31.9,20,100.273158
37.1,20,100.291635
36.7,20,100.303166
36.7,20,100.327242
36.7,20,100.347825
36.5,20,100.363049
36.7,20,100.382866
37.1,20,100.39883
37.1,20,100.413027
37.1,20,100.433118
37.1,20,100.449162
38.1,20,100.465021
36.7,20,100.483507
36.5,20,100.500288
35.7,20,100.51647
36.7,20,100.533993
32.9,20,100.543283
36.7,20,100.565776
35.9,20,100.582218
36.9,20,100.596756
37.1,20,100.613066
36.9,20,100.6283
36.3,20,100.659878
37.1,20,100.682965
32.9,20,100.703354
37.1,20,100.724194
36.7,20,100.747988
36.5,20,100.771249
36.9,20,100.787531
35.9,20,100.810312
37.3,20,100.826321
36.5,20,100.835947
37.1,20,100.855244
36.7,20,100.875197
36.5,20,100.89151
36.1,20,100.90307
35.7,20,101.991033
36.7,20,102.014666
36.5,20,102.037023
37.3,20,102.055185
37.3,20,102.073254
32.5,20,102.094577
32.5,20,102.114038
37.1,20,102.133062
36.3,20,102.15314
36.5,20,102.169012
37.1,20,102.191046
36.9,20,102.210765
37.3,20,102.223274
35.9,20,102.251147
36.1,20,102.273177
32.3,20,102.299482
36.3,20,102.318293
37.1,20,102.343566
35.9,20,102.361087
36.5,20,102.378053
37.1,20,102.394555
36.7,20,102.410347
33.1,20,102.429064
36.7,20,102.444891
37.7,20,102.460979
36.5,20,102.472847
37.1,20,102.493893
36.9,20,102.509838
32.9,20,102.523108
37.3,20,102.542883
33.3,20,102.558363
32.9,20,102.573167
33.3,20,102.589885
36.1,20,102.605123
36.9,20,102.62318
36.3,20,102.638051
37.3,20,102.669228
37.3,20,102.684328
36.5,20,102.699012
37.9,20,102.717348
37.5,20,102.739171
35.9,20,102.759183
37.5,20,102.777919
31.7,20,102.795144
36.5,20,102.813229
37.1,20,102.837357
36.3,20,102.852914
32.7,20,102.873262
37.1,20,102.888049
36.7,20,102.903234
36.5,20,102.918801
33.1,20,103.749255
36.9,20,103.777532
36.9,20,103.809264
36.7,20,103.840176
36.7,20,103.869046
36.7,20,103.905166
32.1,20,103.935698
37.3,20,103.964667
36.5,20,103.98532
32.7,20,104.005768
36.3,20,104.027318
36.5,20,104.04608
36.3,20,104.063129
36.5,20,104.084936
38.1,20,104.104498
32.7,20,104.123024
36.9,20,104.145346
37.1,20,104.165029
36.9,20,104.183658
36.1,20,104.201627
33.1,20,104.221003
36.7,20,104.241013
36.9,20,104.258207
36.5,20,104.274991
33.1,20,104.300282
36.5,20,104.319725
37.5,20,104.351385
37.1,20,104.374946
36.3,20,104.396146
36.7,20,104.419164
36.9,20,104.43892
36.5,20,104.45806
35.9,20,104.473292
36.3,20,104.491975
37.3,20,104.508351
36.5,20,104.543663
36.7,20,104.563718
32.7,20,104.580816
36.9,20,104.599964
36.7,20,104.616187
36.5,20,104.628183
36.9,20,104.651545
36.5,20,104.666876
37.5,20,104.681125
36.3,20,104.697659
37.1,20,104.713958
33.1,20,104.728003
36.7,20,104.745697
36.9,20,104.761024
36.1,20,104.774678
37.1,20,104.793042
37.1,20,105.703252
36.7,20,105.713026
36.5,20,105.743335
37.3,20,105.760011
32.3,20,105.781114
37.3,20,105.805905
35.5,20,105.833523
36.3,20,105.858141
36.5,20,105.878088
36.5,20,105.903244
36.3,20,105.924107
36.1,20,105.943063
37.3,20,105.962821
36.7,20,105.977634
36.3,20,105.992125
36.9,20,106.003147
35.9,20,106.013046
36.7,20,106.03313
36.7,20,106.048911
36.9,20,106.06347
37.5,20,106.073112
36.9,20,106.092835
36.5,20,106.106148
36.9,20,106.118697
36.7,20,106.128276
37.1,20,106.14281
37.1,20,106.159235
32.7,20,106.173067
37.1,20,106.18583
36.3,20,106.193143
28.1,20,106.213163
36.1,20,106.226385
36.9,20,106.235331
36.3,20,106.252083
36.1,20,106.281011
36.7,20,106.293261
37.1,20,106.304028
36.9,20,106.329258
37.7,20,106.351402
36.9,20,106.375332
36.9,20,106.387803
36.5,20,106.413935
36.9,20,106.43215
37.5,20,106.448304
36.5,20,106.471691
36.7,20,106.485692
32.9,20,106.504005
37.3,20,106.518464
37.7,20,106.533699
36.3,20,106.547958
37.5,20,106.56313
37.5,20,106.578558
37.3,20,107.413149
36.1,20,107.4365
36.1,20,107.465953
37.3,20,107.488206
36.5,20,107.518608
36.7,20,107.539418
36.9,20,107.5582
36.9,20,107.57638
36.5,20,107.594559
36.9,20,107.611934
36.7,20,107.627905
36.9,20,107.643178
36.7,20,107.663296
35.9,20,107.680428
36.9,20,107.696054
37.7,20,107.707976
36.3,20,107.728341
33.1,20,107.744433
36.7,20,107.761058
36.9,20,107.773235
36.1,20,107.791773
32.7,20,107.808142
36.1,20,107.822877
37.3,20,107.839914
37.1,20,107.856251
36.7,20,107.868665
36.3,20,107.887027
36.5,20,107.906322
36.5,20,107.92292
37.3,20,107.943066
36.3,20,107.96681
36.5,20,107.985355
36.5,20,108.024055
36.9,20,108.053916
37.5,20,108.08764
36.3,20,108.121594
36.3,20,108.1353
36.7,20,108.156229
37.3,20,108.173153
37.1,20,108.186203
37.1,20,108.203247
35.9,20,108.221314
36.3,20,108.238223
37.3,20,108.252808
36.9,20,108.268806
36.3,20,108.285834
36.3,20,108.301507
36.1,20,108.316809
32.7,20,108.332862
36.9,20,108.350552
36.3,20,108.362852
37.1,20,109.327218
36.9,20,109.346202
37.1,20,109.363059
37.3,20,109.382658
32.9,20,109.399895
36.9,20,109.417992
36.7,20,109.438851
36.3,20,109.462998
36.5,20,109.488124
37.3,20,109.516555
36.7,20,109.540695
36.7,20,109.559352
36.1,20,109.582785
37.1,20,109.598511
37.1,20,109.617391
36.5,20,109.635216
36.9,20,109.652336
36.9,20,109.66912
35.9,20,109.687178
36.7,20,109.702817
37.3,20,109.721995
36.3,20,109.743262
36.3,20,109.753087
36.1,20,109.773887
35.9,20,109.793258
36.1,20,109.813126
29.1,20,109.824409
36.1,20,109.848162
32.7,20,109.869433
36.5,20,109.883277
36.7,20,109.901279
37.3,20,109.933056
37.3,20,109.958923
36.5,20,109.973091
36.3,20,109.9992
36.9,20,110.024979
35.9,20,110.043137
36.3,20,110.065161
37.1,20,110.086113
36.5,20,110.102819
37.3,20,110.11839
36.9,20,110.133622
37.3,20,110.143199
32.7,20,110.163074
36.5,20,110.181616
37.1,20,110.197821
36.5,20,110.213278
36.7,20,110.223318
36.5,20,110.243223
37.5,20,110.258317
37.1,20,110.272988
36.5,20,111.196107
37.3,20,111.213614
36.9,20,111.227967
35.9,20,111.250192
36.5,20,111.26954
36.7,20,111.287554
36.5,20,111.303833
36.1,20,111.321039
37.1,20,111.343071
36.3,20,111.36786
36.5,20,111.384971
36.3,20,111.401897
33.1,20,111.418954
36.1,20,111.436466
37.1,20,111.453219
36.9,20,111.470351
36.9,20,111.485889
36.1,20,111.502994
37.7,20,111.529446
37.1,20,111.550174
36.9,20,111.573014
36.5,20,111.593345
36.7,20,111.61135
37.1,20,111.632877
37.5,20,111.650599
36.9,20,111.666821
36.5,20,111.682954
36.3,20,111.704238
36.1,20,111.718994
36.7,20,111.734729
37.3,20,111.767647
37.1,20,111.782934
36.7,20,111.800141
36.5,20,111.816748
36.7,20,111.828301
35.9,20,111.848993
36.1,20,111.865298
36.5,20,111.879793
37.1,20,111.893137
36.7,20,111.909778
36.3,20,111.924799
36.7,20,111.935317
36.7,20,111.954238
36.7,20,111.970069
36.3,20,111.984214
36.9,20,111.99855
36.9,20,112.017346
36.9,20,112.036971
36.9,20,112.054167
36.5,20,112.073182
32.5,20,112.099722
36.7,20,112.936566
36.5,20,112.964352
36.9,20,112.987277
36.7,20,113.008861
37.1,20,113.033109
36.9,20,113.059316
33.3,20,113.089668
37.1,20,113.117848
36.7,20,113.142785
37.1,20,113.168834
36.9,20,113.193107
36.1,20,113.21168
37.1,20,113.222828
37.5,20,113.243205
37.1,20,113.265064
37.3,20,113.283055
37.1,20,113.300622
36.9,20,113.316648
37.5,20,113.333019
37.3,20,113.350513
36.1,20,113.368829
32.9,20,113.386468
37.1,20,113.402187
36.5,20,113.418142
36.9,20,113.433374
36.5,20,113.443115
35.9,20,113.462811
36.1,20,113.480637
36.5,20,113.495482
37.3,20,113.53572
36.1,20,113.55909
36.7,20,113.580959
37.1,20,113.600293
35.7,20,113.62299
35.9,20,113.647828
33.3,20,113.671104
36.3,20,113.687958
36.1,20,113.703058
33.3,20,113.718354
35.7,20,113.737456
36.5,20,113.754264
36.7,20,113.768799
36.7,20,113.784482
37.5,20,113.799506
35.9,20,113.812916
36.7,20,113.829554
37.1,20,113.843007
32.9,20,113.860872
36.7,20,113.875834
36.9,20,113.885926
36.3,20,113.903018
36.5,20,114.807962
36.3,20,114.831247
37.1,20,114.850295
36.7,20,114.862997
37.1,20,114.885367
36.5,20,114.905032
37.1,20,114.925116
36.3,20,114.94662
36.7,20,114.964658
36.3,20,114.986976
36.9,20,115.006661
36.7,20,115.023658
36.9,20,115.040726
37.1,20,115.058423
36.7,20,115.074931
36.3,20,115.09311
36.9,20,115.114421
37.3,20,115.135937
37.3,20,115.166771
36.9,20,115.191641
36.3,20,115.215091
36.9,20,115.237143
36.3,20,115.253029
37.1,20,115.273227
36.3,20,115.289728
36.9,20,115.308832
36.5,20,115.325719
36.7,20,115.342881
36.7,20,115.376797
36.5,20,115.397071
36.5,20,115.415186
36.3,20,115.435385
37.1,20,115.453663
37.3,20,115.468592
36.7,20,115.487609
36.1,20,115.503243
36.9,20,115.523232
36.9,20,115.542066
36.1,20,115.559263
37.1,20,115.57308
37.5,20,115.591744
36.9,20,115.611588
36.3,20,115.625404
36.9,20,115.654695
36.3,20,115.682768
36.9,20,115.701651
37.1,20,115.721087
37.3,20,115.742097
36.3,20,115.759859
36.7,20,115.777244
36.9,20,115.794388
36.5,20,115.810912
37.1,20,116.852973
36.5,20,116.872954
37.1,20,116.892833
33.5,20,116.916734
36.7,20,116.943218
36.7,20,116.967609
37.3,20,116.988373
36.9,20,117.005212
36.5,20,117.029003
36.3,20,117.042933
36.5,20,117.068626
35.9,20,117.085282
36.5,20,117.104565
36.9,20,117.122964
37.3,20,117.139435
36.5,20,117.158108
36.7,20,117.179193
37.5,20,117.201689
36.5,20,117.229513
37.5,20,117.253532
36.7,20,117.273025
37.3,20,117.300958
36.7,20,117.321299
36.3,20,117.335087
32.5,20,117.352962
33.3,20,117.387771
37.1,20,117.422751
37.1,20,117.449198
36.3,20,117.472253
37.5,20,117.493095
32.7,20,117.512861
36.5,20,117.532803
36.9,20,117.547725
36.7,20,117.566678
36.9,20,117.582972
36.9,20,117.592818
37.1,20,117.616404
37.3,20,117.635331
36.9,20,117.651312
33.1,20,117.666415
32.7,20,117.686908
35.9,20,117.702851
36.5,20,117.724188
37.3,20,117.747092
37.5,20,117.771678
29.3,20,117.792011
36.9,20,117.8091
37.1,20,117.829242
36.5,20,117.845892
36.7,20,117.858181
37.3,20,117.878645
36.3,20,118.988915
36.7,20,119.013177
37.3,20,119.033132
36.9,20,119.052824
37.1,20,119.062976
36.7,20,119.087162
36.9,20,119.105149
36.5,20,119.125074
36.9,20,119.142993
36.5,20,119.160886
36.9,20,119.174654
36.9,20,119.193131
36.7,20,119.213038
36.7,20,119.240139
36.5,20,119.258124
32.9,20,119.277977
37.7,20,119.300759
33.5,20,119.3212
36.3,20,119.343266
37.5,20,119.361992
36.5,20,119.38005
36.7,20,119.397552
36.7,20,119.413058
36.3,20,119.423095
36.3,20,119.443077
37.3,20,119.473125
37.1,20,119.493158
37.5,20,119.503057
36.7,20,119.527953
36.5,20,119.542952
36.5,20,119.56052
37.1,20,119.5794
37.5,20,119.597376
36.7,20,119.612782
37.1,20,119.628254
36.7,20,119.645126
36.9,20,119.657143
36.5,20,119.673101
36.7,20,119.689224
32.5,20,119.703135
33.7,20,119.723111
36.1,20,119.745116
33.1,20,119.7628
36.9,20,119.78309
32.9,20,119.802754
37.5,20,119.824135
35.7,20,119.843148
36.5,20,119.859077
37.5,20,119.877026
36.3,20,119.893154
36.5,20,119.90908
35.9,20,120.730712
37.3,20,120.756563
36.7,20,120.777038
36.7,20,120.801021
36.7,20,120.825191
36.9,20,120.846703
37.1,20,120.87652
36.3,20,120.894351
36.7,20,120.913007
37.3,20,120.929594
36.5,20,120.947812
36.9,20,120.963742
36.7,20,120.979279
37.1,20,120.995064
36.5,20,121.010798
37.1,20,121.026896
36.7,20,121.043182
35.9,20,121.058228
37.5,20,121.072984
36.7,20,121.0828
36.7,20,121.102986
36.3,20,121.113791
36.5,20,121.132797
36.7,20,121.149167
37.5,20,121.172827
36.7,20,121.192881
36.9,20,121.205078
37.9,20,121.227078
37.1,20,121.244833
37.1,20,121.262952
37.3,20,121.28122
32.9,20,121.303064
37.1,20,121.323162
36.5,20,121.334806
36.9,20,121.363994
37.3,20,121.373795
37.1,20,121.396424
36.7,20,121.411689
33.5,20,121.422931
36.7,20,121.44313
37.7,20,121.458195
37.3,20,121.464896
36.3,20,121.482841
37.1,20,121.496893
36.9,20,121.513116
37.1,20,121.531835
36.9,20,121.54943
37.1,20,121.562799
36.7,20,121.580704
36.1,20,121.594821
36.3,20,121.607928
37.5,20,122.552738
36.9,20,122.573228
36.7,20,122.590563
37.7,20,122.610673
33.1,20,122.626749
37.3,20,122.648282
36.5,20,122.665136
36.7,20,122.682721
36.7,20,122.697848
36.7,20,122.713089
36.5,20,122.735002
28.9,20,122.748066
36.9,20,122.775077
33.3,20,122.793212
36.7,20,122.812725
36.1,20,122.836786
36.9,20,122.852859
36.1,20,122.878824
36.7,20,122.901901
37.5,20,122.917381
36.7,20,122.935363
35.7,20,122.952955
36.7,20,122.968826
35.7,20,122.996796
37.3,20,123.016943
37.5,20,123.033014
36.5,20,123.047868
36.5,20,123.063026
33.5,20,123.078424
36.3,20,123.093668
36.9,20,123.112916
36.9,20,123.124689
37.3,20,123.143064
36.7,20,123.157914
36.3,20,123.172892
36.9,20,123.188066
36.5,20,123.202942
36.9,20,123.213125
37.1,20,123.223009
37.1,20,123.242857
36.1,20,123.253125
36.9,20,123.274493
36.7,20,123.29288
36.3,20,123.303115
36.1,20,123.333844
37.5,20,123.359985
37.1,20,123.379444
36.5,20,123.403685
36.7,20,123.417201
36.5,20,123.433162
36.5,20,123.449109
36.5,20,124.291593
32.9,20,124.31285
35.9,20,124.342854
36.9,20,124.37734
37.3,20,124.417666
36.7,20,124.451674
36.9,20,124.487771
36.7,20,124.509557
36.7,20,124.532772
37.5,20,124.553189
33.1,20,124.572801
37.1,20,124.593153
37.3,20,124.616462
36.3,20,124.63701
36.9,20,124.656864
36.5,20,124.677205
37.3,20,124.692892
36.7,20,124.712783
36.9,20,124.734465
37.1,20,124.752829
37.1,20,124.77738
36.3,20,124.793001
36.9,20,124.842
36.1,20,124.870811
37.1,20,124.908329
36.3,20,124.938902
37.3,20,124.967186
36.3,20,124.989276
37.1,20,125.006973
36.1,20,125.02307
36.9,20,125.047525
36.7,20,125.062869
36.9,20,125.085174
36.7,20,125.107072
37.1,20,125.123164
36.9,20,125.143024
37.3,20,125.16308
36.7,20,125.180511
36.9,20,125.196434
36.7,20,125.213189
37.1,20,125.238135
36.5,20,125.252975
33.1,20,125.262959
37.7,20,125.282854
36.3,20,125.30441
32.9,20,125.322825
36.3,20,125.344873
37.3,20,125.371107
36.9,20,125.392921
36.7,20,125.415858
37.3,20,125.436311
37.1,20,125.457765
36.3,20,126.53711
37.3,20,126.552999
33.7,20,126.564623
36.5,20,126.663116
37.5,20,126.682879
36.1,20,126.709176
37.3,20,126.726595
36.7,20,126.7428
36.1,20,126.758338
36.3,20,126.77365
37.1,20,126.792802
37.3,20,126.807853
36.7,20,126.825187
36.9,20,126.838875
36.9,20,126.858642
37.3,20,126.875809
37.1,20,126.8918
36.5,20,126.912966
36.9,20,126.932817
36.5,20,126.953186
36.3,20,127.00168
36.9,20,127.018643
36.3,20,127.033003
36.3,20,127.048919
36.5,20,127.073043
36.7,20,127.083087
36.5,20,127.096687
36.3,20,127.113791
37.1,20,127.131147
36.5,20,127.145008
32.7,20,127.152874
36.7,20,127.173137
32.9,20,127.187806
37.5,20,127.202864
36.5,20,127.212977
33.9,20,127.224674
36.9,20,127.243742
36.5,20,127.256876
36.9,20,127.274918
37.3,20,127.289119
36.1,20,127.303777
36.7,20,127.319154
36.3,20,127.334169
37.3,20,127.410587
37.3,20,127.439155
36.5,20,127.480018
36.9,20,127.503112
37.5,20,127.532779
37.3,20,127.565746
37.1,20,127.586943
36.9,20,127.603028
36.5,20,128.454295
37.5,20,128.483088
36.9,20,128.502783
37.5,20,128.529728
36.9,20,128.558829
37.1,20,128.583069
36.9,20,128.607762
37.5,20,128.627681
36.7,20,128.64476
37.1,20,128.657987
36.5,20,128.678935
37.5,20,128.695321
36.9,20,128.708242
36.7,20,128.725052
37.7,20,128.743112
36.7,20,128.761455
37.5,20,128.772805
36.7,20,128.793415
36.7,20,128.80963
36.5,20,128.846848
37.5,20,128.863131
36.9,20,128.880658
37.1,20,128.897087
36.5,20,128.912784
37.1,20,128.933044
37.5,20,128.952955
36.7,20,128.963194
36.1,20,128.992922
37.5,20,129.012859
36.7,20,129.027807
36.7,20,129.050445
37.3,20,129.067505
37.1,20,129.082795
36.9,20,129.09871
36.5,20,129.113114
36.9,20,129.12789
37.1,20,129.142775
36.3,20,129.158789
36.7,20,129.175201
36.7,20,129.191745
37.3,20,129.207153
33.3,20,129.223064
36.7,20,129.239402
36.3,20,129.256289
36.5,20,129.272074
36.7,20,129.287253
36.5,20,129.300807
36.5,20,129.316081
36.7,20,129.3279
36.7,20,129.346732
36.5,20,129.35627
36.3,20,130.22046
37.3,20,130.234815
37.5,20,130.256818
36.9,20,130.278535
37.1,20,130.298651
37.7,20,130.316858
37.3,20,130.339761
36.7,20,130.360283
36.9,20,130.380082
36.9,20,130.398948
37.3,20,130.419031
36.7,20,130.436083
37.9,20,130.452809
36.7,20,130.473188
36.5,20,130.492811
37.1,20,130.502831
36.5,20,130.532788
36.5,20,130.553368
36.5,20,130.605836
36.7,20,130.626138
36.7,20,130.649904
37.1,20,130.670043
36.5,20,130.683185
37.1,20,130.699001
36.7,20,130.713065
36.9,20,130.735196
37.1,20,130.750401
37.3,20,130.762768
36.9,20,130.774757
36.1,20,130.792737
37.3,20,130.813077
35.9,20,130.829055
36.1,20,130.844961
36.9,20,130.854059
36.3,20,130.872855
35.7,20,130.885615
36.9,20,130.902868
37.7,20,130.92347
36.7,20,130.940916
35.9,20,130.959219
37.3,20,130.979426
37.1,20,130.997848
37.1,20,131.013886
36.3,20,131.037665
36.7,20,131.057241
36.5,20,131.072906
37.7,20,131.096128
33.1,20,131.111953
36.3,20,131.123713
36.9,20,131.138088
36.7,20,131.159284
37.1,20,131.983138
37.1,20,132.006247
36.7,20,132.029712
36.7,20,132.045475
36.5,20,132.076738
36.5,20,132.101331
37.1,20,132.130006
31.7,20,132.149283
36.5,20,132.165018
36.3,20,132.18488
32.9,20,132.201439
37.1,20,132.21305
36.9,20,132.232736
36.7,20,132.253045
36.7,20,132.397204
36.5,20,132.403371
37.1,20,132.422925
36.9,20,132.452709
37.1,20,132.464681
36.9,20,132.482804
36.7,20,132.503512
36.5,20,132.522945
36.7,20,132.533063
36.7,20,132.556069
36.5,20,132.576693
37.7,20,132.59525
36.9,20,132.613121
35.7,20,132.636727
37.3,20,132.650247
37.3,20,132.666268
36.1,20,132.681987
36.5,20,132.69322
37.3,20,132.707872
33.3,20,132.722821
33.1,20,132.732891
36.3,20,132.753053
36.9,20,132.762902
37.3,20,132.78394
37.1,20,132.793582
36.1,20,132.812755
37.1,20,132.824758
37.3,20,132.849263
36.5,20,132.873322
37.1,20,132.892817
37.3,20,132.906618
36.1,20,132.928865
36.7,20,132.942764
36.7,20,132.95789
32.7,20,132.972846
36.3,20,132.987908
36.5,20,133.007482
36.3,20,133.892745
36.9,20,133.910082
37.3,20,133.92701
36.9,20,133.945022
36.5,20,133.962863
37.1,20,133.978773
36.7,20,133.99691
36.3,20,134.013159
36.9,20,134.035104
36.7,20,134.066832
37.1,20,134.097505
37.1,20,134.112827
36.9,20,134.135351
36.9,20,134.159278
37.1,20,134.177068
37.1,20,134.193008
36.5,20,134.225979
37.5,20,134.243124
36.7,20,134.257773
37.1,20,134.27958
36.9,20,134.298029
37.7,20,134.316772
33.9,20,134.335482
37.1,20,134.352938
36.9,20,134.373057
36.9,20,134.401262
32.5,20,134.413159
37.1,20,134.438045
37.3,20,134.456058
37.9,20,134.473113
37.1,20,134.493196
37.3,20,134.517637
36.7,20,134.536429
37.1,20,134.562821
36.5,20,134.592913
37.3,20,134.62399
37.3,20,134.651278
36.9,20,134.67298
37.3,20,134.707232
33.1,20,134.72545
37.5,20,134.749145
36.9,20,134.769755
37.5,20,134.787143
37.1,20,134.803288
37.1,20,134.822701
36.7,20,134.846943
37.1,20,134.86787
36.5,20,134.886461
37.3,20,134.906082
36.7,20,134.922891
37.1,20,134.945815
37.5,20,134.96296
37.3,20,136.157027
37.1,20,136.183054
37.3,20,136.210514
37.1,20,136.23038
36.9,20,136.248557
37.1,20,136.267795
36.3,20,136.28509
37.1,20,136.305107
36.7,20,136.322783
37.3,20,136.33801
37.5,20,136.356134
36.9,20,136.37682
37.1,20,136.394246
36.9,20,136.405431
33.1,20,136.441491
36.9,20,136.457752
36.9,20,136.473037
36.9,20,136.492788
36.5,20,136.505676
36.9,20,136.523009
37.3,20,136.532816
37.1,20,136.554728
37.3,20,136.574758
36.9,20,136.593637
37.3,20,136.615053
37.5,20,136.637433
36.9,20,136.653045
37.3,20,136.67278
37.1,20,136.698218
36.7,20,136.713845
36.7,20,136.722983
36.3,20,136.743108
37.1,20,136.753099
36.3,20,136.773154
36.9,20,136.790354
37.1,20,136.805843
36.7,20,136.82321
36.9,20,136.832952
37.1,20,136.848155
37.5,20,136.864048
37.5,20,136.879783
36.9,20,136.895878
36.1,20,136.90603
37.1,20,136.923052
36.5,20,136.93313
36.1,20,136.952841
37.5,20,136.970975
37.1,20,136.985999
37.1,20,137.000952
37.3,20,137.016633
32.7,20,137.032876
36.7,20,137.90983
36.5,20,137.931747
36.9,20,137.951091
32.1,20,137.964708
36.7,20,137.983041
36.5,20,138.003098
36.9,20,138.020769
36.3,20,138.036619
37.3,20,138.054997
37.5,20,138.070818
37.3,20,138.084628
37.3,20,138.106826
36.9,20,138.126669
37.1,20,138.178904
36.9,20,138.204926
37.1,20,138.228046
36.5,20,138.245895
36.1,20,138.263067
36.5,20,138.272958
37.1,20,138.293059
37.1,20,138.307065
36.7,20,138.327873
36.1,20,138.343127
37.7,20,138.359262
36.9,20,138.375177
36.9,20,138.390561
37.1,20,138.403222
36.7,20,138.427014
36.9,20,138.452859
37.1,20,138.472748
37.3,20,138.483113
37.3,20,138.507281
37.1,20,138.524226
37.3,20,138.54233
37.1,20,138.558813
37.1,20,138.574023
37.3,20,138.593097
36.9,20,138.617145
36.7,20,138.642835
32.7,20,138.669866
36.9,20,138.693105
37.3,20,138.711148
37.7,20,138.73321
36.9,20,138.753241
37.1,20,138.766597
36.1,20,138.783094
36.9,20,138.803023
36.7,20,138.816101
36.9,20,138.832833
36.5,20,138.848105
36.9,20,138.867263
36.3,20,139.870496
36.7,20,139.897497
33.3,20,139.921018
33.3,20,139.942966
35.9,20,139.963066
37.3,20,139.987131
36.5,20,140.013072
36.5,20,140.035148
36.7,20,140.054345
36.7,20,140.073133
36.9,20,140.086866
37.5,20,140.107731
36.1,20,140.146953
36.1,20,140.175303
36.7,20,140.209212
37.1,20,140.232903
37.5,20,140.257387
36.5,20,140.281081
36.1,20,140.3011
36.9,20,140.319777
36.9,20,140.339219
36.5,20,140.35742
37.5,20,140.375268
37.9,20,140.391781
37.3,20,140.408012
37.3,20,140.423089
37.7,20,140.43299
36.7,20,140.455257
36.7,20,140.473128
36.5,20,140.491137
34.1,20,140.503167
36.5,20,140.522823
36.5,20,140.533026
37.1,20,140.552824
36.5,20,140.567048
36.5,20,140.582697
33.1,20,140.598844
36.1,20,140.612789
36.5,20,140.627842
37.1,20,140.645367
36.5,20,140.665199
37.3,20,140.688256
33.3,20,140.708525
37.3,20,140.735124
36.1,20,140.757159
37.3,20,140.783177
36.9,20,140.800612
37.1,20,140.818485
37.1,20,140.835129
37.1,20,140.85191
36.5,20,140.869578
36.9,20,141.914418
36.7,20,141.943033
36.9,20,141.969997
37.1,20,141.993142
37.9,20,142.01947
36.7,20,142.044846
32.9,20,142.067727
37.1,20,142.09314
37.1,20,142.116384
37.7,20,142.136016
36.9,20,142.155257
36.1,20,142.201841
32.9,20,142.228528
36.9,20,142.26823
37.1,20,142.289481
36.9,20,142.311881
36.7,20,142.334306
37.7,20,142.360242
36.7,20,142.381474
37.1,20,142.403219
37.1,20,142.424552
37.3,20,142.442684
36.9,20,142.462772
37.3,20,142.486035
37.1,20,142.502977
37.7,20,142.522914
36.3,20,142.541077
36.9,20,142.558871
37.7,20,142.578018
37.5,20,142.601859
36.3,20,142.619378
37.1,20,142.636135
36.5,20,142.654343
37.3,20,142.671781
37.1,20,142.693019
37.3,20,142.712838
37.1,20,142.732745
37.3,20,142.761055
36.7,20,142.779029
36.9,20,142.798908
36.9,20,142.823076
37.1,20,142.839568
36.9,20,142.854809
37.1,20,142.872702
37.5,20,142.887914
36.7,20,142.903039
36.5,20,142.9204
37.3,20,142.936267
36.5,20,142.953308
36.9,20,142.968578
36.7,20,142.985175
37.5,20,143.909142
37.1,20,143.930083
37.3,20,143.952115
37.3,20,143.972967
36.7,20,144.000569
35.9,20,144.022896
36.5,20,144.046685
37.1,20,144.064995
32.1,20,144.082641
37.3,20,144.099144
36.3,20,144.123044
36.3,20,144.148668
37.1,20,144.162687
36.9,20,144.185608
